,sentences,paragraph
136,"“Harry,” said Basil Hallward, looking him straight in the face, “every portrait that is painted with feeling is a portrait of the artist, not of the sitter.",37
137,"The sitter is merely the accident, the occasion.",37
138,"It is not he who is revealed by the painter; it is rather the painter who, on the coloured canvas, reveals himself.",37
139,The reason I will not exhibit this picture is that I am afraid that I have shown in it the secret of my own soul.”,37
140,Lord Henry laughed.,38
141,“And what is that?” he asked.,38
142,"“I will tell you,” said Hallward; but an expression of perplexity came over his face.",39
143,"“I am all expectation, Basil,” continued his companion, glancing at him.",40
144,"“Oh, there is really very little to tell, Harry,” answered the painter; “and I am afraid you will hardly understand it.",41
145,Perhaps you will hardly believe it.”,41
146,"Lord Henry smiled, and leaning down, plucked a pink-petalled daisy from the grass and examined it.",42
147,"“I am quite sure I shall understand it,” he replied, gazing intently at the little golden, white-feathered disk, “and as for believing things, I can believe anything, provided that it is quite incredible.”",42
148,"The wind shook some blossoms from the trees, and the heavy lilac-blooms, with their clustering stars, moved to and fro in the languid air.",43
149,"A grasshopper began to chirrup by the wall, and like a blue thread a long thin dragon-fly floated past on its brown gauze wings.",43
150,"Lord Henry felt as if he could hear Basil Hallward’s heart beating, and wondered what was coming.",43
151,"“The story is simply this,” said the painter after some time.",44
152,“Two months ago I went to a crush at Lady Brandon’s.,44
153,"You know we poor artists have to show ourselves in society from time to time, just to remind the public that we are not savages.",44
154,"With an evening coat and a white tie, as you told me once, anybody, even a stock-broker, can gain a reputation for being civilized.",44
155,"Well, after I had been in the room about ten minutes, talking to huge overdressed dowagers and tedious academicians, I suddenly became conscious that some one was looking at me.",44
156,I turned half-way round and saw Dorian Gray for the first time.,44
157,"When our eyes met, I felt that I was growing pale.",44
158,A curious sensation of terror came over me.,44
159,"I knew that I had come face to face with some one whose mere personality was so fascinating that, if I allowed it to do so, it would absorb my whole nature, my whole soul, my very art itself.",44
160,I did not want any external influence in my life.,44
161,"You know yourself, Harry, how independent I am by nature.",44
162,"I have always been my own master; had at least always been so, till I met Dorian Gray.",44
163,Then—but I don’t know how to explain it to you.,44
164,Something seemed to tell me that I was on the verge of a terrible crisis in my life.,44
165,I had a strange feeling that fate had in store for me exquisite joys and exquisite sorrows.,44
166,I grew afraid and turned to quit the room.,44
167,It was not conscience that made me do so: it was a sort of cowardice.,44
168,I take no credit to myself for trying to escape.”,44
169,"“Conscience and cowardice are really the same things, Basil.",45
170,Conscience is the trade-name of the firm.,45
171,That is all.”,45
172,"“I don’t believe that, Harry, and I don’t believe you do either.",46
173,"However, whatever was my motive—and it may have been pride, for I used to be very proud—I certainly struggled to the door.",46
174,"There, of course, I stumbled against Lady Brandon.",46
175,"‘You are not going to run away so soon, Mr. Hallward?’ she screamed out.",46
176,You know her curiously shrill voice?”,46
177,"“Yes; she is a peacock in everything but beauty,” said Lord Henry, pulling the daisy to bits with his long nervous fingers.",47
178,“I could not get rid of her.,48
179,"She brought me up to royalties, and people with stars and garters, and elderly ladies with gigantic tiaras and parrot noses.",48
180,She spoke of me as her dearest friend.,48
181,"I had only met her once before, but she took it into her head to lionize me.",48
182,"I believe some picture of mine had made a great success at the time, at least had been chattered about in the penny newspapers, which is the nineteenth-century standard of immortality.",48
183,Suddenly I found myself face to face with the young man whose personality had so strangely stirred me.,48
184,"We were quite close, almost touching.",48
185,Our eyes met again.,48
186,"It was reckless of me, but I asked Lady Brandon to introduce me to him.",48
187,"Perhaps it was not so reckless, after all.",48
188,It was simply inevitable.,48
189,We would have spoken to each other without any introduction.,48
190,I am sure of that.,48
191,Dorian told me so afterwards.,48
192,"He, too, felt that we were destined to know each other.”",48
193,“And how did Lady Brandon describe this wonderful young man?” asked his companion.,49
194,“I know she goes in for giving a rapid _précis_ of all her guests.,49
195,"I remember her bringing me up to a truculent and red-faced old gentleman covered all over with orders and ribbons, and hissing into my ear, in a tragic whisper which must have been perfectly audible to everybody in the room, the most astounding details.",49
196,I simply fled.,49
197,I like to find out people for myself.,49
198,But Lady Brandon treats her guests exactly as an auctioneer treats his goods.,49
199,"She either explains them entirely away, or tells one everything about them except what one wants to know.”",49
200,“Poor Lady Brandon!,50
201,"You are hard on her, Harry!” said Hallward listlessly.",50
202,"“My dear fellow, she tried to found a _salon_, and only succeeded in opening a restaurant.",51
203,How could I admire her?,51
204,"But tell me, what did she say about Mr. Dorian Gray?”",51
205,"“Oh, something like, ‘Charming boy—poor dear mother and I absolutely inseparable.",52
206,"Quite forget what he does—afraid he—doesn’t do anything—oh, yes, plays the piano—or is it the violin, dear Mr. Gray?’ Neither of us could help laughing, and we became friends at once.”",52
207,"“Laughter is not at all a bad beginning for a friendship, and it is far the best ending for one,” said the young lord, plucking another daisy.",53
208,Hallward shook his head.,54
209,"“You don’t understand what friendship is, Harry,” he murmured—“or what enmity is, for that matter.",54
210,"You like every one; that is to say, you are indifferent to every one.”",54
211,"“How horribly unjust of you!” cried Lord Henry, tilting his hat back and looking up at the little clouds that, like ravelled skeins of glossy white silk, were drifting across the hollowed turquoise of the summer sky.",55
212,“Yes; horribly unjust of you.,55
213,I make a great difference between people.,55
214,"I choose my friends for their good looks, my acquaintances for their good characters, and my enemies for their good intellects.",55
215,A man cannot be too careful in the choice of his enemies.,55
216,I have not got one who is a fool.,55
217,"They are all men of some intellectual power, and consequently they all appreciate me.",55
218,Is that very vain of me?,55
219,I think it is rather vain.”,55
220,"“I should think it was, Harry.",56
221,But according to your category I must be merely an acquaintance.”,56
222,"“My dear old Basil, you are much more than an acquaintance.”",57
223,“And much less than a friend.,58
224,"A sort of brother, I suppose?”",58
225,"“Oh, brothers!",59
226,I don’t care for brothers.,59
227,"My elder brother won’t die, and my younger brothers seem never to do anything else.”",59
228,"“Harry!” exclaimed Hallward, frowning.",60
229,"“My dear fellow, I am not quite serious.",61
230,But I can’t help detesting my relations.,61
231,I suppose it comes from the fact that none of us can stand other people having the same faults as ourselves.,61
232,I quite sympathize with the rage of the English democracy against what they call the vices of the upper orders.,61
233,"The masses feel that drunkenness, stupidity, and immorality should be their own special property, and that if any one of us makes an ass of himself, he is poaching on their preserves.",61
234,"When poor Southwark got into the divorce court, their indignation was quite magnificent.",61
235,And yet I don’t suppose that ten per cent of the proletariat live correctly.”,61
236,"“I don’t agree with a single word that you have said, and, what is more, Harry, I feel sure you don’t either.”",62
237,Lord Henry stroked his pointed brown beard and tapped the toe of his patent-leather boot with a tasselled ebony cane.,63
238,“How English you are Basil!,63
239,That is the second time you have made that observation.,63
240,If one puts forward an idea to a true Englishman—always a rash thing to do—he never dreams of considering whether the idea is right or wrong.,63
241,The only thing he considers of any importance is whether one believes it oneself.,63
242,"Now, the value of an idea has nothing whatsoever to do with the sincerity of the man who expresses it.",63
243,"Indeed, the probabilities are that the more insincere the man is, the more purely intellectual will the idea be, as in that case it will not be coloured by either his wants, his desires, or his prejudices.",63
244,"However, I don’t propose to discuss politics, sociology, or metaphysics with you.",63
245,"I like persons better than principles, and I like persons with no principles better than anything else in the world.",63
246,Tell me more about Mr. Dorian Gray.,63
247,How often do you see him?”,63
248,“Every day.,64
249,I couldn’t be happy if I didn’t see him every day.,64
250,He is absolutely necessary to me.”,64
251,“How extraordinary!,65
252,I thought you would never care for anything but your art.”,65
253,"“He is all my art to me now,” said the painter gravely.",66
254,"“I sometimes think, Harry, that there are only two eras of any importance in the world’s history.",66
255,"The first is the appearance of a new medium for art, and the second is the appearance of a new personality for art also.",66
256,"What the invention of oil-painting was to the Venetians, the face of Antinous was to late Greek sculpture, and the face of Dorian Gray will some day be to me.",66
257,"It is not merely that I paint from him, draw from him, sketch from him.",66
258,"Of course, I have done all that.",66
259,But he is much more to me than a model or a sitter.,66
260,"I won’t tell you that I am dissatisfied with what I have done of him, or that his beauty is such that art cannot express it.",66
261,"There is nothing that art cannot express, and I know that the work I have done, since I met Dorian Gray, is good work, is the best work of my life.",66
262,"But in some curious way—I wonder will you understand me?—his personality has suggested to me an entirely new manner in art, an entirely new mode of style.",66
263,"I see things differently, I think of them differently.",66
264,I can now recreate life in a way that was hidden from me before.,66
265,‘A dream of form in days of thought’—who is it who says that?,66
266,I forget; but it is what Dorian Gray has been to me.,66
267,"The merely visible presence of this lad—for he seems to me little more than a lad, though he is really over twenty—his merely visible presence—ah!",66
268,I wonder can you realize all that that means?,66
269,"Unconsciously he defines for me the lines of a fresh school, a school that is to have in it all the passion of the romantic spirit, all the perfection of the spirit that is Greek.",66
270,The harmony of soul and body—how much that is!,66
271,"We in our madness have separated the two, and have invented a realism that is vulgar, an ideality that is void.",66
272,Harry!,66
273,if you only knew what Dorian Gray is to me!,66
274,"You remember that landscape of mine, for which Agnew offered me such a huge price but which I would not part with?",66
275,It is one of the best things I have ever done.,66
276,And why is it so?,66
277,"Because, while I was painting it, Dorian Gray sat beside me.",66
278,"Some subtle influence passed from him to me, and for the first time in my life I saw in the plain woodland the wonder I had always looked for and always missed.”",66
279,"“Basil, this is extraordinary!",67
280,I must see Dorian Gray.”,67
281,Hallward got up from the seat and walked up and down the garden.,68
282,After some time he came back.,68
283,"“Harry,” he said, “Dorian Gray is to me simply a motive in art.",68
284,You might see nothing in him.,68
285,I see everything in him.,68
286,He is never more present in my work than when no image of him is there.,68
287,"He is a suggestion, as I have said, of a new manner.",68
288,"I find him in the curves of certain lines, in the loveliness and subtleties of certain colours.",68
289,That is all.”,68
290,“Then why won’t you exhibit his portrait?” asked Lord Henry.,69
291,"“Because, without intending it, I have put into it some expression of all this curious artistic idolatry, of which, of course, I have never cared to speak to him.",70
292,He knows nothing about it.,70
293,He shall never know anything about it.,70
294,"But the world might guess it, and I will not bare my soul to their shallow prying eyes.",70
295,My heart shall never be put under their microscope.,70
296,"There is too much of myself in the thing, Harry—too much of myself!”",70
297,“Poets are not so scrupulous as you are.,71
298,They know how useful passion is for publication.,71
299,Nowadays a broken heart will run to many editions.”,71
300,"“I hate them for it,” cried Hallward.",72
301,"“An artist should create beautiful things, but should put nothing of his own life into them.",72
302,We live in an age when men treat art as if it were meant to be a form of autobiography.,72
303,We have lost the abstract sense of beauty.,72
304,Some day I will show the world what it is; and for that reason the world shall never see my portrait of Dorian Gray.”,72
305,"“I think you are wrong, Basil, but I won’t argue with you.",73
306,It is only the intellectually lost who ever argue.,73
307,"Tell me, is Dorian Gray very fond of you?”",73
308,The painter considered for a few moments.,74
309,"“He likes me,” he answered after a pause; “I know he likes me.",74
310,Of course I flatter him dreadfully.,74
311,I find a strange pleasure in saying things to him that I know I shall be sorry for having said.,74
312,"As a rule, he is charming to me, and we sit in the studio and talk of a thousand things.",74
313,"Now and then, however, he is horribly thoughtless, and seems to take a real delight in giving me pain.",74
314,"Then I feel, Harry, that I have given away my whole soul to some one who treats it as if it were a flower to put in his coat, a bit of decoration to charm his vanity, an ornament for a summer’s day.”",74
315,"“Days in summer, Basil, are apt to linger,” murmured Lord Henry.",75
316,“Perhaps you will tire sooner than he will.,75
317,"It is a sad thing to think of, but there is no doubt that genius lasts longer than beauty.",75
318,That accounts for the fact that we all take such pains to over-educate ourselves.,75
319,"In the wild struggle for existence, we want to have something that endures, and so we fill our minds with rubbish and facts, in the silly hope of keeping our place.",75
320,The thoroughly well-informed man—that is the modern ideal.,75
321,And the mind of the thoroughly well-informed man is a dreadful thing.,75
322,"It is like a _bric-à-brac_ shop, all monsters and dust, with everything priced above its proper value.",75
323,"I think you will tire first, all the same.",75
324,"Some day you will look at your friend, and he will seem to you to be a little out of drawing, or you won’t like his tone of colour, or something.",75
325,"You will bitterly reproach him in your own heart, and seriously think that he has behaved very badly to you.",75
326,"The next time he calls, you will be perfectly cold and indifferent.",75
327,"It will be a great pity, for it will alter you.",75
328,"What you have told me is quite a romance, a romance of art one might call it, and the worst of having a romance of any kind is that it leaves one so unromantic.”",75
329,"“Harry, don’t talk like that.",76
330,"As long as I live, the personality of Dorian Gray will dominate me.",76
331,You can’t feel what I feel.,76
332,You change too often.”,76
333,"“Ah, my dear Basil, that is exactly why I can feel it.",77
334,"Those who are faithful know only the trivial side of love: it is the faithless who know love’s tragedies.” And Lord Henry struck a light on a dainty silver case and began to smoke a cigarette with a self-conscious and satisfied air, as if he had summed up the world in a phrase.",77
335,"There was a rustle of chirruping sparrows in the green lacquer leaves of the ivy, and the blue cloud-shadows chased themselves across the grass like swallows.",77
336,How pleasant it was in the garden!,77
337,"And how delightful other people’s emotions were!—much more delightful than their ideas, it seemed to him.",77
338,"One’s own soul, and the passions of one’s friends—those were the fascinating things in life.",77
339,He pictured to himself with silent amusement the tedious luncheon that he had missed by staying so long with Basil Hallward.,77
340,"Had he gone to his aunt’s, he would have been sure to have met Lord Goodbody there, and the whole conversation would have been about the feeding of the poor and the necessity for model lodging-houses.",77
341,"Each class would have preached the importance of those virtues, for whose exercise there was no necessity in their own lives.",77
342,"The rich would have spoken on the value of thrift, and the idle grown eloquent over the dignity of labour.",77
343,It was charming to have escaped all that!,77
344,"As he thought of his aunt, an idea seemed to strike him.",77
345,"He turned to Hallward and said, “My dear fellow, I have just remembered.”",77
346,"“Remembered what, Harry?”",78
347,“Where I heard the name of Dorian Gray.”,79
348,"“Where was it?” asked Hallward, with a slight frown.",80
349,"“Don’t look so angry, Basil.",81
350,"It was at my aunt, Lady Agatha’s.",81
351,"She told me she had discovered a wonderful young man who was going to help her in the East End, and that his name was Dorian Gray.",81
352,I am bound to state that she never told me he was good-looking.,81
353,"Women have no appreciation of good looks; at least, good women have not.",81
354,She said that he was very earnest and had a beautiful nature.,81
355,"I at once pictured to myself a creature with spectacles and lank hair, horribly freckled, and tramping about on huge feet.",81
356,I wish I had known it was your friend.”,81
357,"“I am very glad you didn’t, Harry.”",82
358,“Why?”,83
359,“I don’t want you to meet him.”,84
360,“You don’t want me to meet him?”,85
361,“No.”,86
362,“Mr.,87
363,"Dorian Gray is in the studio, sir,” said the butler, coming into the garden.",87
364,"“You must introduce me now,” cried Lord Henry, laughing.",88
365,"The painter turned to his servant, who stood blinking in the sunlight.",89
366,"“Ask Mr. Gray to wait, Parker: I shall be in in a few moments.” The man bowed and went up the walk.",89
367,Then he looked at Lord Henry.,90
368,"“Dorian Gray is my dearest friend,” he said.",90
369,“He has a simple and a beautiful nature.,90
370,Your aunt was quite right in what she said of him.,90
371,Don’t spoil him.,90
372,Don’t try to influence him.,90
373,Your influence would be bad.,90
374,"The world is wide, and has many marvellous people in it.",90
375,Don’t take away from me the one person who gives to my art whatever charm it possesses: my life as an artist depends on him.,90
376,"Mind, Harry, I trust you.” He spoke very slowly, and the words seemed wrung out of him almost against his will.",90
377,"“What nonsense you talk!” said Lord Henry, smiling, and taking Hallward by the arm, he almost led him into the house.",91
378, CHAPTER II.,93
379, As they entered they saw Dorian Gray.,94
380,"He was seated at the piano, with his back to them, turning over the pages of a volume of Schumann’s “Forest Scenes.” “You must lend me these, Basil,” he cried.",94
381,“I want to learn them.,94
382,They are perfectly charming.”,94
383,"“That entirely depends on how you sit to-day, Dorian.”",95
384,"“Oh, I am tired of sitting, and I don’t want a life-sized portrait of myself,” answered the lad, swinging round on the music-stool in a wilful, petulant manner.",96
385,"When he caught sight of Lord Henry, a faint blush coloured his cheeks for a moment, and he started up.",96
386,"“I beg your pardon, Basil, but I didn’t know you had any one with you.”",96
387,"“This is Lord Henry Wotton, Dorian, an old Oxford friend of mine.",97
388,"I have just been telling him what a capital sitter you were, and now you have spoiled everything.”",97
389,"“You have not spoiled my pleasure in meeting you, Mr. Gray,” said Lord Henry, stepping forward and extending his hand.",98
390,“My aunt has often spoken to me about you.,98
391,"You are one of her favourites, and, I am afraid, one of her victims also.”",98
392,"“I am in Lady Agatha’s black books at present,” answered Dorian with a funny look of penitence.",99
393,"“I promised to go to a club in Whitechapel with her last Tuesday, and I really forgot all about it.",99
394,"We were to have played a duet together—three duets, I believe.",99
395,I don’t know what she will say to me.,99
396,I am far too frightened to call.”,99
397,"“Oh, I will make your peace with my aunt.",100
398,She is quite devoted to you.,100
399,And I don’t think it really matters about your not being there.,100
400,The audience probably thought it was a duet.,100
401,"When Aunt Agatha sits down to the piano, she makes quite enough noise for two people.”",100
402,"“That is very horrid to her, and not very nice to me,” answered Dorian, laughing.",101
403,Lord Henry looked at him.,102
404,"Yes, he was certainly wonderfully handsome, with his finely curved scarlet lips, his frank blue eyes, his crisp gold hair.",102
405,There was something in his face that made one trust him at once.,102
406,"All the candour of youth was there, as well as all youth’s passionate purity.",102
407,One felt that he had kept himself unspotted from the world.,102
408,No wonder Basil Hallward worshipped him.,102
409,"“You are too charming to go in for philanthropy, Mr. Gray—far too charming.” And Lord Henry flung himself down on the divan and opened his cigarette-case.",103
410,The painter had been busy mixing his colours and getting his brushes ready.,104
411,"He was looking worried, and when he heard Lord Henry’s last remark, he glanced at him, hesitated for a moment, and then said, “Harry, I want to finish this picture to-day.",104
412,Would you think it awfully rude of me if I asked you to go away?”,104
413,Lord Henry smiled and looked at Dorian Gray.,105
414,"“Am I to go, Mr. Gray?” he asked.",105
415,"“Oh, please don’t, Lord Henry.",106
416,"I see that Basil is in one of his sulky moods, and I can’t bear him when he sulks.",106
417,"Besides, I want you to tell me why I should not go in for philanthropy.”",106
418,"“I don’t know that I shall tell you that, Mr. Gray.",107
419,It is so tedious a subject that one would have to talk seriously about it.,107
420,"But I certainly shall not run away, now that you have asked me to stop.",107
421,"You don’t really mind, Basil, do you?",107
422,You have often told me that you liked your sitters to have some one to chat to.”,107
423,Hallward bit his lip.,108
424,"“If Dorian wishes it, of course you must stay.",108
425,"Dorian’s whims are laws to everybody, except himself.”",108
426,Lord Henry took up his hat and gloves.,109
427,"“You are very pressing, Basil, but I am afraid I must go.",109
428,I have promised to meet a man at the Orleans.,109
429,"Good-bye, Mr. Gray.",109
430,Come and see me some afternoon in Curzon Street.,109
431,I am nearly always at home at five o’clock.,109
432,Write to me when you are coming.,109
433,I should be sorry to miss you.”,109
434,"“Basil,” cried Dorian Gray, “if Lord Henry Wotton goes, I shall go, too.",110
435,"You never open your lips while you are painting, and it is horribly dull standing on a platform and trying to look pleasant.",110
436,Ask him to stay.,110
437,I insist upon it.”,110
438,"“Stay, Harry, to oblige Dorian, and to oblige me,” said Hallward, gazing intently at his picture.",111
439,"“It is quite true, I never talk when I am working, and never listen either, and it must be dreadfully tedious for my unfortunate sitters.",111
440,I beg you to stay.”,111
441,“But what about my man at the Orleans?”,112
442,The painter laughed.,113
443,“I don’t think there will be any difficulty about that.,113
444,"Sit down again, Harry.",113
445,"And now, Dorian, get up on the platform, and don’t move about too much, or pay any attention to what Lord Henry says.",113
446,"He has a very bad influence over all his friends, with the single exception of myself.”",113
447,"Dorian Gray stepped up on the dais with the air of a young Greek martyr, and made a little _moue_ of discontent to Lord Henry, to whom he had rather taken a fancy.",114
448,He was so unlike Basil.,114
449,They made a delightful contrast.,114
450,And he had such a beautiful voice.,114
451,"After a few moments he said to him, “Have you really a very bad influence, Lord Henry?",114
452,As bad as Basil says?”,114
453,"“There is no such thing as a good influence, Mr. Gray.",115
454,All influence is immoral—immoral from the scientific point of view.”,115
455,“Why?”,116
456,“Because to influence a person is to give him one’s own soul.,117
457,"He does not think his natural thoughts, or burn with his natural passions.",117
458,His virtues are not real to him.,117
459,"His sins, if there are such things as sins, are borrowed.",117
460,"He becomes an echo of some one else’s music, an actor of a part that has not been written for him.",117
461,The aim of life is self-development.,117
462,To realize one’s nature perfectly—that is what each of us is here for.,117
463,"People are afraid of themselves, nowadays.",117
