,sentences,paragraph
17,"Although Miss Austenalways liked something of the misunderstanding kind, which afforded heropportunities for the display of the peculiar and incomparable talent tobe noticed presently, she has been satisfied here with the perfectlynatural occasions provided by the false account of Darcy’s conduct givenby Wickham, and by the awkwardness (arising with equal naturalness) fromthe gradual transformation of Elizabeth’s own feelings from positiveaversion to actual love.",4
18,"I do not know whether the all-grasping hand ofthe playwright has ever been laid upon_ Pride and Prejudice; _and I daresay that, if it were, the situations would prove not startling orgarish enough for the footlights, the character-scheme too subtle anddelicate for pit and gallery.",4
19,"But if the attempt were made, it wouldcertainly not be hampered by any of those loosenesses of construction,which, sometimes disguised by the conveniences of which the novelist canavail himself, appear at once on the stage._",4
20,"_I think, however, though the thought will doubtless seem heretical tomore than one school of critics, that construction is not the highestmerit, the choicest gift, of the novelist.",5
21,"It sets off his other giftsand graces most advantageously to the critical eye; and the want of itwill sometimes mar those graces--appreciably, though not quiteconsciously--to eyes by no means ultra-critical.",5
22,"But a very badly-builtnovel which excelled in pathetic or humorous character, or whichdisplayed consummate command of dialogue--perhaps the rarest of allfaculties--would be an infinitely better thing than a faultless plotacted and told by puppets with pebbles in their mouths.",5
23,"And despite theability which Miss Austen has shown in working out the story, I for oneshould put_ Pride and Prejudice _far lower if it did not contain whatseem to me the very masterpieces of Miss Austen’s humour and of herfaculty of character-creation--masterpieces who may indeed admit JohnThorpe, the Eltons, Mrs. Norris, and one or two others to their company,but who, in one instance certainly, and perhaps in others, are stillsuperior to them._",5
24,"_The characteristics of Miss Austen’s humour are so subtle and delicatethat they are, perhaps, at all times easier to apprehend than toexpress, and at any particular time likely to be differentlyapprehended by different persons.",6
25,"To me this humour seems to possess agreater affinity, on the whole, to that of Addison than to any other ofthe numerous species of this great British genus.",6
26,"The differences ofscheme, of time, of subject, of literary convention, are, of course,obvious enough; the difference of sex does not, perhaps, count for much,for there was a distinctly feminine element in “Mr.",6
27,"Spectator,” and inJane Austen’s genius there was, though nothing mannish, much that wasmasculine.",6
28,"But the likeness of quality consists in a great number ofcommon subdivisions of quality--demureness, extreme minuteness of touch,avoidance of loud tones and glaring effects.",6
29,Also there is in both acertain not inhuman or unamiable cruelty.,6
30,"It is the custom with thosewho judge grossly to contrast the good nature of Addison with thesavagery of Swift, the mildness of Miss Austen with the boisterousnessof Fielding and Smollett, even with the ferocious practical jokes thather immediate predecessor, Miss Burney, allowed without very muchprotest.",6
31,"Yet, both in Mr. Addison and in Miss Austen there is, though arestrained and well-mannered, an insatiable and ruthless delight inroasting and cutting up a fool.",6
32,"A man in the early eighteenth century,of course, could push this taste further than a lady in the earlynineteenth; and no doubt Miss Austen’s principles, as well as her heart,would have shrunk from such things as the letter from the unfortunatehusband in the_ Spectator, _who describes, with all the gusto and all theinnocence in the world, how his wife and his friend induce him to playat blind-man’s-buff.",6
33,"But another_ Spectator _letter--that of the damselof fourteen who wishes to marry Mr. Shapely, and assures her selectedMentor that “he admires your_ Spectators _mightily”--might have beenwritten by a rather more ladylike and intelligent Lydia Bennet in thedays of Lydia’s great-grandmother; while, on the other hand, some (Ithink unreasonably) have found “cynicism” in touches of Miss Austen’sown, such as her satire of Mrs. Musgrove’s self-deceiving regrets overher son.",6
34,"But this word “cynical” is one of the most misused in theEnglish language, especially when, by a glaring and gratuitousfalsification of its original sense, it is applied, not to rough andsnarling invective, but to gentle and oblique satire.",6
35,"If cynicism meansthe perception of “the other side,” the sense of “the accepted hellsbeneath,” the consciousness that motives are nearly always mixed, andthat to seem is not identical with to be--if this be cynicism, thenevery man and woman who is not a fool, who does not care to live in afool’s paradise, who has knowledge of nature and the world and life, isa cynic.",6
36,And in that sense Miss Austen certainly was one.,6
37,"She may evenhave been one in the further sense that, like her own Mr. Bennet, shetook an epicurean delight in dissecting, in displaying, in setting atwork her fools and her mean persons.",6
38,"I think she did take this delight,and I do not think at all the worse of her for it as a woman, while shewas immensely the better for it as an artist._",6
39,"_In respect of her art generally, Mr. Goldwin Smith has truly observedthat “metaphor has been exhausted in depicting the perfection of it,combined with the narrowness of her field;” and he has justly added thatwe need not go beyond her own comparison to the art of a miniaturepainter.",7
40,"To make this latter observation quite exact we must not use theterm miniature in its restricted sense, and must think rather of Memlingat one end of the history of painting and Meissonier at the other, thanof Cosway or any of his kind.",7
41,And I am not so certain that I shouldmyself use the word “narrow” in connection with her.,7
42,"If her world is amicrocosm, the cosmic quality of it is at least as eminent as thelittleness.",7
43,She does not touch what she did not feel herself called topaint; I am not so sure that she could not have painted what she did notfeel herself called to touch.,7
44,"It is at least remarkable that in two veryshort periods of writing--one of about three years, and another of notmuch more than five--she executed six capital works, and has not left asingle failure.",7
45,It is possible that the romantic paste in hercomposition was defective: we must always remember that hardlyanybody born in her decade--that of the eighteenth-centuryseventies--independently exhibited the full romantic quality.,7
46,"Even Scottrequired hill and mountain and ballad, even Coleridge metaphysics andGerman to enable them to chip the classical shell.",7
47,"Miss Austen was anEnglish girl, brought up in a country retirement, at the time whenladies went back into the house if there was a white frost which mightpierce their kid shoes, when a sudden cold was the subject of thegravest fears, when their studies, their ways, their conduct weresubject to all those fantastic limits and restrictions against whichMary Wollstonecraft protested with better general sense than particulartaste or judgment.",7
48,"Miss Austen, too, drew back when the white frosttouched her shoes; but I think she would have made a pretty good journeyeven in a black one._",7
49,"_For if her knowledge was not very extended, she knew two things whichonly genius knows.",8
50,"The one was humanity, and the other was art.",8
51,"On thefirst head she could not make a mistake; her men, though limited, aretrue, and her women are, in the old sense, “absolute.” As to art, if shehas never tried idealism, her realism is real to a degree which makesthe false realism of our own day look merely dead-alive.",8
52,"Take almost anyFrenchman, except the late M. de Maupassant, and watch him laboriouslypiling up strokes in the hope of giving a complete impression.",8
53,"You getnone; you are lucky if, discarding two-thirds of what he gives, you canshape a real impression out of the rest.",8
54,"But with Miss Austen themyriad, trivial, unforced strokes build up the picture like magic.",8
55,Nothing is false; nothing is superfluous.,8
56,When (to take the present bookonly) Mr. Collins changed his mind from Jane to Elizabeth “while Mrs.Bennet was stirring the fire” (and we know_ how _Mrs.,8
57,"Bennet would havestirred the fire), when Mr. Darcy “brought his coffee-cup back_himself,” _the touch in each case is like that of Swift--“taller by thebreadth of my nail”--which impressed the half-reluctant Thackeray withjust and outspoken admiration.",8
58,"Indeed, fantastic as it may seem, Ishould put Miss Austen as near to Swift in some ways, as I have put herto Addison in others._",8
59,"_This Swiftian quality appears in the present novel as it appearsnowhere else in the character of the immortal, the ineffable Mr.Collins.",9
60,"Mr. Collins is really_ great; _far greater than anything Addisonever did, almost great enough for Fielding or for Swift himself.",9
61,It hasbeen said that no one ever was like him.,9
62,"But in the first place,_ he_was like him; he is there--alive, imperishable, more real than hundredsof prime ministers and archbishops, of “metals, semi-metals, anddistinguished philosophers.” In the second place, it is rash, I think,to conclude that an actual Mr. Collins was impossible or non-existent atthe end of the eighteenth century.",9
63,"It is very interesting that wepossess, in this same gallery, what may be called a spoiled firstdraught, or an unsuccessful study of him, in John Dashwood.",9
64,"Theformality, the under-breeding, the meanness, are there; but the portraitis only half alive, and is felt to be even a little unnatural.",9
65,"Mr.Collins is perfectly natural, and perfectly alive.",9
66,"In fact, for all the“miniature,” there is something gigantic in the way in which a certainside, and more than one, of humanity, and especially eighteenth-centuryhumanity, its Philistinism, its well-meaning but hide-bound morality,its formal pettiness, its grovelling respect for rank, its materialism,its selfishness, receives exhibition.",9
67,"I will not admit that one speechor one action of this inestimable man is incapable of being reconciledwith reality, and I should not wonder if many of these words and actionsare historically true._",9
68,_But the greatness of Mr. Collins could not have been so satisfactorilyexhibited if his creatress had not adjusted so artfully to him thefigures of Mr. Bennet and of Lady Catherine de Bourgh.,10
69,"The latter, likeMr. Collins himself, has been charged with exaggeration.",10
70,"There is,perhaps, a very faint shade of colour for the charge; but it seems to mevery faint indeed.",10
71,"Even now I do not think that it would be impossibleto find persons, especially female persons, not necessarily of noblebirth, as overbearing, as self-centred, as neglectful of good manners,as Lady Catherine.",10
72,"A hundred years ago, an earl’s daughter, the LadyPowerful (if not exactly Bountiful) of an out-of-the-way country parish,rich, long out of marital authority, and so forth, had opportunities ofdeveloping these agreeable characteristics which seldom presentthemselves now.",10
73,"As for Mr. Bennet, Miss Austen, and Mr. Darcy, and evenMiss Elizabeth herself, were, I am inclined to think, rather hard on himfor the “impropriety” of his conduct.",10
74,"His wife was evidently, and mustalways have been, a quite irreclaimable fool; and unless he had shot heror himself there was no way out of it for a man of sense and spirit butthe ironic.",10
75,"From no other point of view is he open to any reproach,except for an excusable and not unnatural helplessness at the crisis ofthe elopement, and his utterances are the most acutely delightful in theconsciously humorous kind--in the kind that we laugh with, not at--thateven Miss Austen has put into the mouth of any of her characters.",10
76,"It isdifficult to know whether he is most agreeable when talking to his wife,or when putting Mr. Collins through his paces; but the general sense ofthe world has probably been right in preferring to the first rank hisconsolation to the former when she maunders over the entail, “My dear,do not give way to such gloomy thoughts.",10
77,Let us hope for better things.,10
78,"Let us flatter ourselves that_ I _may be the survivor;” and his inquiryto his colossal cousin as to the compliments which Mr. Collins has justrelated as made by himself to Lady Catherine, “May I ask whether thesepleasing attentions proceed from the impulse of the moment, or are theresult of previous study?” These are the things which give Miss Austen’sreaders the pleasant shocks, the delightful thrills, which are felt bythe readers of Swift, of Fielding, and we may here add, of Thackeray, asthey are felt by the readers of no other English author of fictionoutside of these four._",10
79,"_The goodness of the minor characters in_ Pride and Prejudice _has beenalready alluded to, and it makes a detailed dwelling on their beautiesdifficult in any space, and impossible in this.",11
80,"Mrs. Bennet we haveglanced at, and it is not easy to say whether she is more exquisitelyamusing or more horribly true.",11
81,"Much the same may be said of Kitty andLydia; but it is not every author, even of genius, who would havedifferentiated with such unerring skill the effects of folly andvulgarity of intellect and disposition working upon the commonweaknesses of woman at such different ages.",11
82,"With Mary, Miss Austen hastaken rather less pains, though she has been even more unkind to her;not merely in the text, but, as we learn from those interestingtraditional appendices which Mr. Austen Leigh has given us, in doomingher privately to marry “one of Mr. Philips’s clerks.” The habits offirst copying and then retailing moral sentiments, of playing andsinging too long in public, are, no doubt, grievous and criminal; butperhaps poor Mary was rather the scapegoat of the sins of blue stockingsin that Fordyce-belectured generation.",11
83,"It is at any rate difficult notto extend to her a share of the respect and affection (affection andrespect of a peculiar kind; doubtless), with which one regards Mr.Collins, when she draws the moral of Lydia’s fall.",11
84,"I sometimes wishthat the exigencies of the story had permitted Miss Austen to unitethese personages, and thus at once achieve a notable mating and soothepoor Mrs. Bennet’s anguish over the entail._",11
85,"_The Bingleys and the Gardiners and the Lucases, Miss Darcy and Miss deBourgh, Jane, Wickham, and the rest, must pass without special comment,further than the remark that Charlotte Lucas (her egregious papa, thoughdelightful, is just a little on the thither side of the line betweencomedy and farce) is a wonderfully clever study in drab of one kind, andthat Wickham (though something of Miss Austen’s hesitation of touch indealing with young men appears) is a not much less notable sketch indrab of another.",12
86,"Only genius could have made Charlotte what she is, yetnot disagreeable; Wickham what he is, without investing him either witha cheap Don Juanish attractiveness or a disgusting rascality.",12
87,But thehero and the heroine are not tints to be dismissed._,12
88,"_Darcy has always seemed to me by far the best and most interesting ofMiss Austen’s heroes; the only possible competitor being Henry Tilney,whose part is so slight and simple that it hardly enters intocomparison.",13
89,"It has sometimes, I believe, been urged that his pride isunnatural at first in its expression and later in its yielding, whilehis falling in love at all is not extremely probable.",13
90,Here again Icannot go with the objectors.,13
91,"Darcy’s own account of the way in whichhis pride had been pampered, is perfectly rational and sufficient; andnothing could be, psychologically speaking, a_ causa verior _for itssudden restoration to healthy conditions than the shock of Elizabeth’sscornful refusal acting on a nature_ ex hypothesi _generous.",13
92,Nothing ineven our author is finer and more delicately touched than the change ofhis demeanour at the sudden meeting in the grounds of Pemberley.,13
93,"Had hebeen a bad prig or a bad coxcomb, he might have been still smartingunder his rejection, or suspicious that the girl had comehusband-hunting.",13
94,"His being neither is exactly consistent with theprobable feelings of a man spoilt in the common sense, but not reallyinjured in disposition, and thoroughly in love.",13
95,"As for his being inlove, Elizabeth has given as just an exposition of the causes of thatphenomenon as Darcy has of the conditions of his unregenerate state,only she has of course not counted in what was due to her own personalcharm._",13
96,"_The secret of that charm many men and not a few women, from Miss Austenherself downwards, have felt, and like most charms it is a thing ratherto be felt than to be explained.",14
97,Elizabeth of course belongs to the_allegro _or_ allegra _division of the army of Venus.,14
98,"Miss Austen wasalways provokingly chary of description in regard to her beauties; andexcept the fine eyes, and a hint or two that she had at any ratesometimes a bright complexion, and was not very tall, we hear nothingabout her looks.",14
99,"But her chief difference from other heroines of thelively type seems to lie first in her being distinctly clever--almoststrong-minded, in the better sense of that objectionable word--andsecondly in her being entirely destitute of ill-nature for all herpropensity to tease and the sharpness of her tongue.",14
100,"Elizabeth can giveat least as good as she gets when she is attacked; but she never“scratches,” and she never attacks first.",14
101,"Some of the merestobsoletenesses of phrase and manner give one or two of her earlyspeeches a slight pertness, but that is nothing, and when she comes toserious business, as in the great proposal scene with Darcy (which is,as it should be, the climax of the interest of the book), and in thefinal ladies’ battle with Lady Catherine, she is unexceptionable.",14
102,Thentoo she is a perfectly natural girl.,14
103,She does not disguise from herselfor anybody that she resents Darcy’s first ill-mannered personality withas personal a feeling.,14
104,"(By the way, the reproach that the ill-manners ofthis speech are overdone is certainly unjust; for things of the samekind, expressed no doubt less stiltedly but more coarsely, might havebeen heard in more than one ball-room during this very year from personswho ought to have been no worse bred than Darcy.)",14
105,And she lets theinjury done to Jane and the contempt shown to the rest of her familyaggravate this resentment in the healthiest way in the world._,14
106,"_Still, all this does not explain her charm, which, taking beauty as acommon form of all heroines, may perhaps consist in the addition to herplayfulness, her wit, her affectionate and natural disposition, of acertain fearlessness very uncommon in heroines of her type and age.",15
107,"Nearly all of them would have been in speechless awe of the magnificentDarcy; nearly all of them would have palpitated and fluttered at theidea of proposals, even naughty ones, from the fascinating Wickham.",15
108,"Elizabeth, with nothing offensive, nothing_ viraginous, _nothing of the“New Woman” about her, has by nature what the best modern (not “new”)women have by education and experience, a perfect freedom from the ideathat all men may bully her if they choose, and that most will away withher if they can.",15
109,"Though not in the least “impudent and mannish grown,”she has no mere sensibility, no nasty niceness about her.",15
110,"The form ofpassion common and likely to seem natural in Miss Austen’s day was soinvariably connected with the display of one or the other, or both ofthese qualities, that she has not made Elizabeth outwardly passionate.",15
111,"But I, at least, have not the slightest doubt that she would havemarried Darcy just as willingly without Pemberley as with it, andanybody who can read between lines will not find the lovers’conversations in the final chapters so frigid as they might have lookedto the Della Cruscans of their own day, and perhaps do look to the DellaCruscans of this._",15
112,"_And, after all, what is the good of seeking for the reason ofcharm?--it is there.",16
113,There were better sense in the sad mechanicexercise of determining the reason of its absence where it is not.,16
114,"Inthe novels of the last hundred years there are vast numbers of youngladies with whom it might be a pleasure to fall in love; there are atleast five with whom, as it seems to me, no man of taste and spirit canhelp doing so.",16
115,"Their names are, in chronological order, ElizabethBennet, Diana Vernon, Argemone Lavington, Beatrix Esmond, and BarbaraGrant.",16
116,"I should have been most in love with Beatrix and Argemone; Ishould, I think, for mere occasional companionship, have preferred Dianaand Barbara.",16
117,"But to live with and to marry, I do not know that any oneof the four can come into competition with Elizabeth._",16
118,_GEORGE SAINTSBURY._,17
119,Chapter I.],18
120,"It is a truth universally acknowledged, that a single man in possessionof a good fortune must be in want of a wife.",19
121,"However little known the feelings or views of such a man may be on hisfirst entering a neighbourhood, this truth is so well fixed in the mindsof the surrounding families, that he is considered as the rightfulproperty of some one or other of their daughters.",20
122,"“My dear Mr. Bennet,” said his lady to him one day, “have you heard thatNetherfield Park is let at last?”",21
123,Mr. Bennet replied that he had not.,22
124,"“But it is,” returned she; “for Mrs. Long has just been here, and shetold me all about it.”",23
125,Mr. Bennet made no answer.,24
126,"“Do not you want to know who has taken it?” cried his wife, impatiently.",25
127,"“_You_ want to tell me, and I have no objection to hearing it.”",26
129,“He came down to see the place”,28
131,This was invitation enough.,30
132,"“Why, my dear, you must know, Mrs. Long says that Netherfield is takenby a young man of large fortune from the north of England; that he camedown on Monday in a chaise and four to see the place, and was so muchdelighted with it that he agreed with Mr. Morris immediately; that he isto take possession before Michaelmas, and some of his servants are to bein the house by the end of next week.”",31
133,“What is his name?”,32
134,“Bingley.”,33
135,“Is he married or single?”,34
136,"“Oh, single, my dear, to be sure!",35
137,A single man of large fortune; four orfive thousand a year.,35
138,What a fine thing for our girls!”,35
139,“How so?,36
140,how can it affect them?”,36
141,"“My dear Mr. Bennet,” replied his wife, “how can you be so tiresome?",37
142,Youmust know that I am thinking of his marrying one of them.”,37
143,“Is that his design in settling here?”,38
144,“Design?,39
145,"Nonsense, how can you talk so!",39
146,"But it is very likely that he_may_ fall in love with one of them, and therefore you must visit him assoon as he comes.”",39
147,“I see no occasion for that.,40
148,"You and the girls may go--or you may sendthem by themselves, which perhaps will be still better; for as you areas handsome as any of them, Mr. Bingley might like you the best of theparty.”",40
149,"“My dear, you flatter me.",41
150,"I certainly _have_ had my share of beauty, butI do not pretend to be anything extraordinary now.",41
151,"When a woman has fivegrown-up daughters, she ought to give over thinking of her own beauty.”",41
152,"“In such cases, a woman has not often much beauty to think of.”",42
153,"“But, my dear, you must indeed go and see Mr. Bingley when he comes intothe neighbourhood.”",43
154,"“It is more than I engage for, I assure you.”",44
155,“But consider your daughters.,45
156,Only think what an establishment it wouldbe for one of them.,45
157,"Sir William and Lady Lucas are determined to go,merely on that account; for in general, you know, they visit no newcomers.",45
158,"Indeed you must go, for it will be impossible for _us_ to visithim, if you do not.”",45
159,"“You are over scrupulous, surely.",46
160,I dare say Mr. Bingley will be veryglad to see you; and I will send a few lines by you to assure him of myhearty consent to his marrying whichever he chooses of the girls--thoughI must throw in a good word for my little Lizzy.”,46
161,“I desire you will do no such thing.,47
162,"Lizzy is not a bit better than theothers: and I am sure she is not half so handsome as Jane, nor half sogood-humoured as Lydia.",47
163,But you are always giving _her_ the preference.”,47
164,"“They have none of them much to recommend them,” replied he: “they areall silly and ignorant like other girls; but Lizzy has something more ofquickness than her sisters.”",48
165,“Mr.,49
166,"Bennet, how can you abuse your own children in such a way?",49
167,You takedelight in vexing me.,49
168,You have no compassion on my poor nerves.”,49
169,"“You mistake me, my dear.",50
170,I have a high respect for your nerves.,50
171,Theyare my old friends.,50
172,I have heard you mention them with considerationthese twenty years at least.”,50
173,"“Ah, you do not know what I suffer.”",51
174,"“But I hope you will get over it, and live to see many young men of fourthousand a year come into the neighbourhood.”",52
175,"“It will be no use to us, if twenty such should come, since you will notvisit them.”",53
176,"“Depend upon it, my dear, that when there are twenty, I will visit themall.”",54
177,"Mr. Bennet was so odd a mixture of quick parts, sarcastic humour,reserve, and caprice, that the experience of three-and-twenty years hadbeen insufficient to make his wife understand his character.",55
178,_Her_ mindwas less difficult to develope.,55
179,"She was a woman of mean understanding,little information, and uncertain temper.",55
180,"When she was discontented, shefancied herself nervous.",55
181,The business of her life was to get herdaughters married: its solace was visiting and news.,55
183,Bennet,56
186,“I hope Mr. Bingley will like it”,60
188,CHAPTER II.,63
190,Mr. Bennet was among the earliest of those who waited on Mr. Bingley.,65
191,"Hehad always intended to visit him, though to the last always assuring hiswife that he should not go; and till the evening after the visit waspaid she had no knowledge of it.",65
192,It was then disclosed in the followingmanner.,65
193,"Observing his second daughter employed in trimming a hat, hesuddenly addressed her with,--",65
194,"“I hope Mr. Bingley will like it, Lizzy.”",66
195,"“We are not in a way to know _what_ Mr. Bingley likes,” said her mother,resentfully, “since we are not to visit.”",67
196,"“But you forget, mamma,” said Elizabeth, “that we shall meet him at theassemblies, and that Mrs. Long has promised to introduce him.”",68
197,“I do not believe Mrs. Long will do any such thing.,69
198,She has two niecesof her own.,69
199,"She is a selfish, hypocritical woman, and I have no opinionof her.”",69
200,"“No more have I,” said Mr. Bennet; “and I am glad to find that you donot depend on her serving you.”",70
201,"Mrs. Bennet deigned not to make any reply; but, unable to containherself, began scolding one of her daughters.",71
202,"“Don’t keep coughing so, Kitty, for heaven’s sake!",72
203,Have a littlecompassion on my nerves.,72
204,You tear them to pieces.”,72
205,"“Kitty has no discretion in her coughs,” said her father; “she timesthem ill.”",73
206,"“I do not cough for my own amusement,” replied Kitty, fretfully.",74
207,"“Whenis your next ball to be, Lizzy?”",74
208,“To-morrow fortnight.”,75
209,"“Ay, so it is,” cried her mother, “and Mrs. Long does not come back tillthe day before; so, it will be impossible for her to introduce him, forshe will not know him herself.”",76
210,"“Then, my dear, you may have the advantage of your friend, and introduceMr. Bingley to _her_.”",77
211,"“Impossible, Mr. Bennet, impossible, when I am not acquainted with himmyself; how can you be so teasing?”",78
212,“I honour your circumspection.,79
213,A fortnight’s acquaintance is certainlyvery little.,79
214,One cannot know what a man really is by the end of afortnight.,79
215,"But if _we_ do not venture, somebody else will; and afterall, Mrs. Long and her nieces must stand their chance; and, therefore,as she will think it an act of kindness, if you decline the office, Iwill take it on myself.”",79
216,The girls stared at their father.,80
217,"Mrs. Bennet said only, “Nonsense,nonsense!”",80
218,“What can be the meaning of that emphatic exclamation?” cried he.,81
219,"“Doyou consider the forms of introduction, and the stress that is laid onthem, as nonsense?",81
220,I cannot quite agree with you _there_.,81
221,"What say you,Mary?",81
222,"For you are a young lady of deep reflection, I know, and readgreat books, and make extracts.”",81
223,"Mary wished to say something very sensible, but knew not how.",82
224,"“While Mary is adjusting her ideas,” he continued, “let us return to Mr.Bingley.”",83
225,"“I am sick of Mr. Bingley,” cried his wife.",84
226,“I am sorry to hear _that_; but why did you not tell me so before?,85
227,"If Ihad known as much this morning, I certainly would not have called onhim.",85
228,"It is very unlucky; but as I have actually paid the visit, wecannot escape the acquaintance now.”",85
229,"The astonishment of the ladies was just what he wished--that of Mrs.Bennet perhaps surpassing the rest; though when the first tumult of joywas over, she began to declare that it was what she had expected all thewhile.",86
230,"“How good it was in you, my dear Mr. Bennet!",87
231,But I knew I shouldpersuade you at last.,87
232,I was sure you loved your girls too well toneglect such an acquaintance.,87
233,"Well, how pleased I am!",87
234,"And it is such agood joke, too, that you should have gone this morning, and never said aword about it till now.”",87
235,"“Now, Kitty, you may cough as much as you choose,” said Mr. Bennet; and,as he spoke, he left the room, fatigued with the raptures of his wife.",88
236,"“What an excellent father you have, girls,” said she, when the door wasshut.",89
237,"“I do not know how you will ever make him amends for his kindness;or me either, for that matter.",89
238,"At our time of life, it is not sopleasant, I can tell you, to be making new acquaintances every day; butfor your sakes we would do anything.",89
239,"Lydia, my love, though you _are_the youngest, I dare say Mr. Bingley will dance with you at the nextball.”",89
240,"“Oh,” said Lydia, stoutly, “I am not afraid; for though I _am_ theyoungest, I’m the tallest.”",90
241,"The rest of the evening was spent in conjecturing how soon he wouldreturn Mr. Bennet’s visit, and determining when they should ask him todinner.",91
244,     “He rode a black horse”],95
245,CHAPTER III.,97
247,"Not all that Mrs. Bennet, however, with the assistance of her fivedaughters, could ask on the subject, was sufficient to draw from herhusband any satisfactory description of Mr. Bingley.",99
248,"They attacked himin various ways, with barefaced questions, ingenious suppositions, anddistant surmises; but he eluded the skill of them all; and they were atlast obliged to accept the second-hand intelligence of their neighbour,Lady Lucas.",99
249,Her report was highly favourable.,99
250,Sir William had beendelighted with him.,99
251,"He was quite young, wonderfully handsome, extremelyagreeable, and, to crown the whole, he meant to be at the next assemblywith a large party.",99
252,Nothing could be more delightful!,99
253,To be fond ofdancing was a certain step towards falling in love; and very livelyhopes of Mr. Bingley’s heart were entertained.,99
254,"“If I can but see one of my daughters happily settled at Netherfield,”said Mrs. Bennet to her husband, “and all the others equally wellmarried, I shall have nothing to wish for.”",100
255,"In a few days Mr. Bingley returned Mr. Bennet’s visit, and sat about tenminutes with him in his library.",101
256,"He had entertained hopes of beingadmitted to a sight of the young ladies, of whose beauty he had heardmuch; but he saw only the father.",101
257,"The ladies were somewhat morefortunate, for they had the advantage of ascertaining, from an upperwindow, that he wore a blue coat and rode a black horse.",101
258,"An invitation to dinner was soon afterwards despatched; and already hadMrs. Bennet planned the courses that were to do credit to herhousekeeping, when an answer arrived which deferred it all.",102
259,"Mr. Bingleywas obliged to be in town the following day, and consequently unable toaccept the honour of their invitation, etc.",102
260,Mrs. Bennet was quitedisconcerted.,102
261,"She could not imagine what business he could have in townso soon after his arrival in Hertfordshire; and she began to fear thathe might always be flying about from one place to another, and neversettled at Netherfield as he ought to be.",102
262,Lady Lucas quieted her fears alittle by starting the idea of his,102
264,     “When the Party entered”,104
266,being gone to London only to get a large party for the ball; and areport soon followed that Mr. Bingley was to bring twelve ladies andseven gentlemen with him to the assembly.,106
267,"The girls grieved over such anumber of ladies; but were comforted the day before the ball by hearingthat, instead of twelve, he had brought only six with him from London,his five sisters and a cousin.",106
268,"And when the party entered theassembly-room, it consisted of only five altogether: Mr. Bingley, histwo sisters, the husband of the eldest, and another young man.",106
269,"Mr. Bingley was good-looking and gentlemanlike: he had a pleasantcountenance, and easy, unaffected manners.",107
