,sentences,paragraph
54,"I didn’t need anybody to tell me that that was anawful bad sign and would fetch me some bad luck, so I was scared andmost shook the clothes off of me.",8
55,I got up and turned around in mytracks three times and crossed my breast every time; and then I tied upa little lock of my hair with a thread to keep witches away.,8
56,But Ihadn’t no confidence.,8
57,"You do that when you’ve lost a horseshoe thatyou’ve found, instead of nailing it up over the door, but I hadn’t everheard anybody say it was any way to keep off bad luck when you’d killeda spider.",8
58,"I set down again, a-shaking all over, and got out my pipe for a smoke;for the house was all as still as death now, and so the widow wouldn’tknow.",9
59,"Well, after a long time I heard the clock away off in the town goboom—boom—boom—twelve licks; and all still again—stiller than ever.",9
60,Pretty soon I heard a twig snap down in the dark amongst thetrees—something was a stirring.,9
61,I set still and listened.,9
62,Directly Icould just barely hear a “_me-yow!,9
63,me-yow!_” down there.,9
64,That was good!,9
65,"Says I, “_me-yow!",9
66,"me-yow!_” as soft as I could, and then I put out thelight and scrambled out of the window on to the shed.",9
67,"Then I slippeddown to the ground and crawled in among the trees, and, sure enough,there was Tom Sawyer waiting for me.",9
68,CHAPTER II.,11
69,"We went tiptoeing along a path amongst the trees back towards the endof the widow’s garden, stooping down so as the branches wouldn’t scrapeour heads.",12
70,When we was passing by the kitchen I fell over a root andmade a noise.,12
71,We scrouched down and laid still.,12
72,"Miss Watson’s bignigger, named Jim, was setting in the kitchen door; we could see himpretty clear, because there was a light behind him.",12
73,"He got up andstretched his neck out about a minute, listening.",12
74,Then he says:,12
75,“Who dah?”,13
76,"He listened some more; then he come tiptoeing down and stood rightbetween us; we could a touched him, nearly.",14
77,"Well, likely it was minutesand minutes that there warn’t a sound, and we all there so closetogether.",14
78,"There was a place on my ankle that got to itching, but Idasn’t scratch it; and then my ear begun to itch; and next my back,right between my shoulders.",14
79,Seemed like I’d die if I couldn’t scratch.,14
80,"Well, I’ve noticed that thing plenty times since.",14
81,"If you are with thequality, or at a funeral, or trying to go to sleep when you ain’tsleepy—if you are anywheres where it won’t do for you to scratch, whyyou will itch all over in upwards of a thousand places.",14
82,Pretty soon Jimsays:,14
83,"“Say, who is you?",15
84,Whar is you?,15
85,Dog my cats ef I didn’ hear sumf’n.,15
86,"Well, I know what I’s gwyne to do: I’s gwyne to set down here andlisten tell I hears it agin.”",15
87,So he set down on the ground betwixt me and Tom.,16
88,"He leaned his back upagainst a tree, and stretched his legs out till one of them mosttouched one of mine.",16
89,My nose begun to itch.,16
90,It itched till the tearscome into my eyes.,16
91,But I dasn’t scratch.,16
92,Then it begun to itch on theinside.,16
93,Next I got to itching underneath.,16
94,I didn’t know how I was goingto set still.,16
95,This miserableness went on as much as six or sevenminutes; but it seemed a sight longer than that.,16
96,I was itching ineleven different places now.,16
97,"I reckoned I couldn’t stand it more’n aminute longer, but I set my teeth hard and got ready to try.",16
98,Just thenJim begun to breathe heavy; next he begun to snore—and then I waspretty soon comfortable again.,16
99,Tom he made a sign to me—kind of a little noise with his mouth—and wewent creeping away on our hands and knees.,17
100,"When we was ten foot off Tomwhispered to me, and wanted to tie Jim to the tree for fun.",17
101,"But I saidno; he might wake and make a disturbance, and then they’d find out Iwarn’t in.",17
102,"Then Tom said he hadn’t got candles enough, and he wouldslip in the kitchen and get some more.",17
103,I didn’t want him to try.,17
104,I saidJim might wake up and come.,17
105,"But Tom wanted to resk it; so we slid inthere and got three candles, and Tom laid five cents on the table forpay.",17
106,"Then we got out, and I was in a sweat to get away; but nothingwould do Tom but he must crawl to where Jim was, on his hands andknees, and play something on him.",17
107,"I waited, and it seemed a good while,everything was so still and lonesome.",17
108,"As soon as Tom was back we cut along the path, around the garden fence,and by-and-by fetched up on the steep top of the hill the other side ofthe house.",18
109,"Tom said he slipped Jim’s hat off of his head and hung it ona limb right over him, and Jim stirred a little, but he didn’t wake.",18
110,"Afterwards Jim said the witches bewitched him and put him in a trance,and rode him all over the State, and then set him under the treesagain, and hung his hat on a limb to show who done it.",18
111,"And next timeJim told it he said they rode him down to New Orleans; and, after that,every time he told it he spread it more and more, till by-and-by hesaid they rode him all over the world, and tired him most to death, andhis back was all over saddle-boils.",18
112,"Jim was monstrous proud about it,and he got so he wouldn’t hardly notice the other niggers.",18
113,"Niggerswould come miles to hear Jim tell about it, and he was more looked upto than any nigger in that country.",18
114,"Strange niggers would stand withtheir mouths open and look him all over, same as if he was a wonder.",18
115,"Niggers is always talking about witches in the dark by the kitchenfire; but whenever one was talking and letting on to know all aboutsuch things, Jim would happen in and say, “Hm!",18
116,What you know ’boutwitches?” and that nigger was corked up and had to take a back seat.,18
117,"Jim always kept that five-center piece round his neck with a string,and said it was a charm the devil give to him with his own hands, andtold him he could cure anybody with it and fetch witches whenever hewanted to just by saying something to it; but he never told what it washe said to it.",18
118,"Niggers would come from all around there and give Jimanything they had, just for a sight of that five-center piece; but theywouldn’t touch it, because the devil had had his hands on it.",18
119,"Jim wasmost ruined for a servant, because he got stuck up on account of havingseen the devil and been rode by witches.",18
120,"Well, when Tom and me got to the edge of the hilltop we looked awaydown into the village and could see three or four lights twinkling,where there was sick folks, maybe; and the stars over us was sparklingever so fine; and down by the village was the river, a whole milebroad, and awful still and grand.",19
121,"We went down the hill and found JoHarper and Ben Rogers, and two or three more of the boys, hid in theold tanyard.",19
122,"So we unhitched a skiff and pulled down the river two mileand a half, to the big scar on the hillside, and went ashore.",19
123,"We went to a clump of bushes, and Tom made everybody swear to keep thesecret, and then showed them a hole in the hill, right in the thickestpart of the bushes.",20
124,"Then we lit the candles, and crawled in on ourhands and knees.",20
125,"We went about two hundred yards, and then the caveopened up.",20
126,"Tom poked about amongst the passages, and pretty soon duckedunder a wall where you wouldn’t a noticed that there was a hole.",20
127,"Wewent along a narrow place and got into a kind of room, all damp andsweaty and cold, and there we stopped.",20
128,Tom says:,20
129,"“Now, we’ll start this band of robbers and call it Tom Sawyer’s Gang.",21
130,"Everybody that wants to join has got to take an oath, and write hisname in blood.”",21
131,Everybody was willing.,22
132,"So Tom got out a sheet of paper that he hadwrote the oath on, and read it.",22
133,"It swore every boy to stick to theband, and never tell any of the secrets; and if anybody done anythingto any boy in the band, whichever boy was ordered to kill that personand his family must do it, and he mustn’t eat and he mustn’t sleep tillhe had killed them and hacked a cross in their breasts, which was thesign of the band.",22
134,"And nobody that didn’t belong to the band could usethat mark, and if he did he must be sued; and if he done it again hemust be killed.",22
135,"And if anybody that belonged to the band told thesecrets, he must have his throat cut, and then have his carcass burntup and the ashes scattered all around, and his name blotted off of thelist with blood and never mentioned again by the gang, but have a curseput on it and be forgot forever.",22
136,"Everybody said it was a real beautiful oath, and asked Tom if he got itout of his own head.",23
137,"He said, some of it, but the rest was out ofpirate-books and robber-books, and every gang that was high-toned hadit.",23
138,Some thought it would be good to kill the _families_ of boys that toldthe secrets.,24
139,"Tom said it was a good idea, so he took a pencil and wroteit in.",24
140,Then Ben Rogers says:,24
141,"“Here’s Huck Finn, he hain’t got no family; what you going to do ’bouthim?”",25
142,"“Well, hain’t he got a father?” says Tom Sawyer.",26
143,"“Yes, he’s got a father, but you can’t never find him these days.",27
144,"Heused to lay drunk with the hogs in the tanyard, but he hain’t been seenin these parts for a year or more.”",27
145,"They talked it over, and they was going to rule me out, because theysaid every boy must have a family or somebody to kill, or else itwouldn’t be fair and square for the others.",28
146,"Well, nobody could think ofanything to do—everybody was stumped, and set still.",28
147,"I was most readyto cry; but all at once I thought of a way, and so I offered them MissWatson—they could kill her.",28
148,Everybody said:,28
149,"“Oh, she’ll do.",29
150,That’s all right.,29
151,Huck can come in.”,29
152,"Then they all stuck a pin in their fingers to get blood to sign with,and I made my mark on the paper.",30
153,"“Now,” says Ben Rogers, “what’s the line of business of this Gang?”",31
154,"“Nothing only robbery and murder,” Tom said.",32
155,"“But who are we going to rob?—houses, or cattle, or—”",33
156,“Stuff!,34
157,"stealing cattle and such things ain’t robbery; it’s burglary,”says Tom Sawyer.",34
158,“We ain’t burglars.,34
159,That ain’t no sort of style.,34
160,Weare highwaymen.,34
161,"We stop stages and carriages on the road, with maskson, and kill the people and take their watches and money.”",34
162,“Must we always kill the people?”,35
163,"“Oh, certainly.",36
164,It’s best.,36
165,"Some authorities think different, but mostlyit’s considered best to kill them—except some that you bring to thecave here, and keep them till they’re ransomed.”",36
166,“Ransomed?,37
167,What’s that?”,37
168,“I don’t know.,38
169,But that’s what they do.,38
170,I’ve seen it in books; and soof course that’s what we’ve got to do.”,38
171,“But how can we do it if we don’t know what it is?”,39
172,"“Why, blame it all, we’ve _got_ to do it.",40
173,Don’t I tell you it’s in thebooks?,40
174,"Do you want to go to doing different from what’s in the books,and get things all muddled up?”",40
175,"“Oh, that’s all very fine to _say_, Tom Sawyer, but how in the nationare these fellows going to be ransomed if we don’t know how to do it tothem?—that’s the thing _I_ want to get at.",41
176,"Now, what do you _reckon_ itis?”",41
177,"“Well, I don’t know.",42
178,"But per’aps if we keep them till they’re ransomed,it means that we keep them till they’re dead.”",42
179,"“Now, that’s something _like_.",43
180,That’ll answer.,43
181,Why couldn’t you saidthat before?,43
182,"We’ll keep them till they’re ransomed to death; and abothersome lot they’ll be, too—eating up everything, and always tryingto get loose.”",43
183,"“How you talk, Ben Rogers.",44
184,"How can they get loose when there’s a guardover them, ready to shoot them down if they move a peg?”",44
185,“A guard!,45
186,"Well, that _is_ good.",45
187,"So somebody’s got to set up all nightand never get any sleep, just so as to watch them.",45
188,I think that’sfoolishness.,45
189,Why can’t a body take a club and ransom them as soon asthey get here?”,45
190,“Because it ain’t in the books so—that’s why.,46
191,"Now, Ben Rogers, do youwant to do things regular, or don’t you?—that’s the idea.",46
192,Don’t youreckon that the people that made the books knows what’s the correctthing to do?,46
193,Do you reckon _you_ can learn ’em anything?,46
194,Not by a gooddeal.,46
195,"No, sir, we’ll just go on and ransom them in the regular way.”",46
196,“All right.,47
197,"I don’t mind; but I say it’s a fool way, anyhow.",47
198,"Say, do wekill the women, too?”",47
199,"“Well, Ben Rogers, if I was as ignorant as you I wouldn’t let on.",48
200,Killthe women?,48
201,No; nobody ever saw anything in the books like that.,48
202,"Youfetch them to the cave, and you’re always as polite as pie to them; andby-and-by they fall in love with you, and never want to go home anymore.”",48
203,"“Well, if that’s the way I’m agreed, but I don’t take no stock in it.",49
204,"Mighty soon we’ll have the cave so cluttered up with women, and fellowswaiting to be ransomed, that there won’t be no place for the robbers.",49
205,"But go ahead, I ain’t got nothing to say.”",49
206,"Little Tommy Barnes was asleep now, and when they waked him up he wasscared, and cried, and said he wanted to go home to his ma, and didn’twant to be a robber any more.",50
207,"So they all made fun of him, and called him cry-baby, and that made himmad, and he said he would go straight and tell all the secrets.",51
208,"But Tomgive him five cents to keep quiet, and said we would all go home andmeet next week, and rob somebody and kill some people.",51
209,"Ben Rogers said he couldn’t get out much, only Sundays, and so hewanted to begin next Sunday; but all the boys said it would be wickedto do it on Sunday, and that settled the thing.",52
210,"They agreed to gettogether and fix a day as soon as they could, and then we elected TomSawyer first captain and Jo Harper second captain of the Gang, and sostarted home.",52
211,I clumb up the shed and crept into my window just before day wasbreaking.,53
212,"My new clothes was all greased up and clayey, and I wasdog-tired.",53
213,CHAPTER III.,55
214,"Well, I got a good going-over in the morning from old Miss Watson onaccount of my clothes; but the widow she didn’t scold, but only cleanedoff the grease and clay, and looked so sorry that I thought I wouldbehave a while if I could.",56
215,"Then Miss Watson she took me in the closetand prayed, but nothing come of it.",56
216,"She told me to pray every day, andwhatever I asked for I would get it.",56
217,But it warn’t so.,56
218,I tried it.,56
219,"OnceI got a fish-line, but no hooks.",56
220,It warn’t any good to me withouthooks.,56
221,"I tried for the hooks three or four times, but somehow Icouldn’t make it work.",56
222,"By-and-by, one day, I asked Miss Watson to tryfor me, but she said I was a fool.",56
223,"She never told me why, and Icouldn’t make it out no way.",56
224,"I set down one time back in the woods, and had a long think about it.",57
225,"Isays to myself, if a body can get anything they pray for, why don’tDeacon Winn get back the money he lost on pork?",57
226,Why can’t the widow getback her silver snuffbox that was stole?,57
227,Why can’t Miss Watson fat up?,57
228,"No, says I to myself, there ain’t nothing in it.",57
229,"I went and told thewidow about it, and she said the thing a body could get by praying forit was “spiritual gifts.” This was too many for me, but she told mewhat she meant—I must help other people, and do everything I could forother people, and look out for them all the time, and never think aboutmyself.",57
230,"This was including Miss Watson, as I took it.",57
231,"I went out in thewoods and turned it over in my mind a long time, but I couldn’t see noadvantage about it—except for the other people; so at last I reckoned Iwouldn’t worry about it any more, but just let it go.",57
232,Sometimes thewidow would take me one side and talk about Providence in a way to makea body’s mouth water; but maybe next day Miss Watson would take holdand knock it all down again.,57
233,"I judged I could see that there was twoProvidences, and a poor chap would stand considerable show with thewidow’s Providence, but if Miss Watson’s got him there warn’t no helpfor him any more.",57
234,"I thought it all out, and reckoned I would belong tothe widow’s if he wanted me, though I couldn’t make out how he wasa-going to be any better off then than what he was before, seeing I wasso ignorant, and so kind of low-down and ornery.",57
235,"Pap he hadn’t been seen for more than a year, and that was comfortablefor me; I didn’t want to see him no more.",58
236,He used to always whale mewhen he was sober and could get his hands on me; though I used to taketo the woods most of the time when he was around.,58
237,"Well, about this timehe was found in the river drownded, about twelve mile above town, sopeople said.",58
238,"They judged it was him, anyway; said this drownded man wasjust his size, and was ragged, and had uncommon long hair, which wasall like pap; but they couldn’t make nothing out of the face, becauseit had been in the water so long it warn’t much like a face at all.",58
239,They said he was floating on his back in the water.,58
240,They took him andburied him on the bank.,58
241,"But I warn’t comfortable long, because Ihappened to think of something.",58
242,"I knowed mighty well that a drowndedman don’t float on his back, but on his face.",58
243,"So I knowed, then, thatthis warn’t pap, but a woman dressed up in a man’s clothes.",58
244,So I wasuncomfortable again.,58
245,"I judged the old man would turn up againby-and-by, though I wished he wouldn’t.",58
246,"We played robber now and then about a month, and then I resigned.",59
247,Allthe boys did.,59
248,"We hadn’t robbed nobody, hadn’t killed any people, butonly just pretended.",59
249,"We used to hop out of the woods and go chargingdown on hog-drivers and women in carts taking garden stuff to market,but we never hived any of them.",59
250,"Tom Sawyer called the hogs “ingots,”and he called the turnips and stuff “julery,” and we would go to thecave and powwow over what we had done, and how many people we hadkilled and marked.",59
251,But I couldn’t see no profit in it.,59
252,"One time Tomsent a boy to run about town with a blazing stick, which he called aslogan (which was the sign for the Gang to get together), and then hesaid he had got secret news by his spies that next day a whole parcelof Spanish merchants and rich A-rabs was going to camp in Cave Hollowwith two hundred elephants, and six hundred camels, and over a thousand“sumter” mules, all loaded down with di’monds, and they didn’t haveonly a guard of four hundred soldiers, and so we would lay inambuscade, as he called it, and kill the lot and scoop the things.",59
253,"Hesaid we must slick up our swords and guns, and get ready.",59
254,"He nevercould go after even a turnip-cart but he must have the swords and gunsall scoured up for it, though they was only lath and broomsticks, andyou might scour at them till you rotted, and then they warn’t worth amouthful of ashes more than what they was before.",59
255,"I didn’t believe wecould lick such a crowd of Spaniards and A-rabs, but I wanted to seethe camels and elephants, so I was on hand next day, Saturday, in theambuscade; and when we got the word we rushed out of the woods and downthe hill.",59
256,"But there warn’t no Spaniards and A-rabs, and there warn’t nocamels nor no elephants.",59
257,"It warn’t anything but a Sunday-school picnic,and only a primer-class at that.",59
258,"We busted it up, and chased thechildren up the hollow; but we never got anything but some doughnutsand jam, though Ben Rogers got a rag doll, and Jo Harper got ahymn-book and a tract; and then the teacher charged in, and made usdrop everything and cut.",59
259,"I didn’t see no di’monds, and I told Tom Sawyer so.",60
260,"He said there wasloads of them there, anyway; and he said there was A-rabs there, too,and elephants and things.",60
261,"I said, why couldn’t we see them, then?",60
262,"Hesaid if I warn’t so ignorant, but had read a book called Don Quixote, Iwould know without asking.",60
263,He said it was all done by enchantment.,60
264,"Hesaid there was hundreds of soldiers there, and elephants and treasure,and so on, but we had enemies which he called magicians; and they hadturned the whole thing into an infant Sunday-school, just out of spite.",60
265,"I said, all right; then the thing for us to do was to go for themagicians.",60
266,Tom Sawyer said I was a numskull.,60
267,"“Why,” said he, “a magician could call up a lot of genies, and theywould hash you up like nothing before you could say Jack Robinson.",61
268,Theyare as tall as a tree and as big around as a church.”,61
269,"“Well,” I says, “s’pose we got some genies to help _us_—can’t we lickthe other crowd then?”",62
270,“How you going to get them?”,63
271,“I don’t know.,64
272,How do _they_ get them?”,64
273,"“Why, they rub an old tin lamp or an iron ring, and then the geniescome tearing in, with the thunder and lightning a-ripping around andthe smoke a-rolling, and everything they’re told to do they up and doit.",65
274,"They don’t think nothing of pulling a shot-tower up by the roots,and belting a Sunday-school superintendent over the head with it—or anyother man.”",65
275,“Who makes them tear around so?”,66
276,"“Why, whoever rubs the lamp or the ring.",67
277,"They belong to whoever rubsthe lamp or the ring, and they’ve got to do whatever he says.",67
278,"If hetells them to build a palace forty miles long out of di’monds, and fillit full of chewing-gum, or whatever you want, and fetch an emperor’sdaughter from China for you to marry, they’ve got to do it—and they’vegot to do it before sun-up next morning, too.",67
279,"And more: they’ve got towaltz that palace around over the country wherever you want it, youunderstand.”",67
280,"“Well,” says I, “I think they are a pack of flat-heads for not keepingthe palace themselves ’stead of fooling them away like that.",68
281,And what’smore—if I was one of them I would see a man in Jericho before I woulddrop my business and come to him for the rubbing of an old tin lamp.”,68
282,"“How you talk, Huck Finn.",69
283,"Why, you’d _have_ to come when he rubbed it,whether you wanted to or not.”",69
284,“What!,70
285,and I as high as a tree and as big as a church?,70
286,"All right, then;I _would_ come; but I lay I’d make that man climb the highest treethere was in the country.”",70
287,"“Shucks, it ain’t no use to talk to you, Huck Finn.",71
288,"You don’t seem toknow anything, somehow—perfect saphead.”",71
289,"I thought all this over for two or three days, and then I reckoned Iwould see if there was anything in it.",72
290,"I got an old tin lamp and aniron ring, and went out in the woods and rubbed and rubbed till I sweatlike an Injun, calculating to build a palace and sell it; but it warn’tno use, none of the genies come.",72
291,So then I judged that all that stuffwas only just one of Tom Sawyer’s lies.,72
292,"I reckoned he believed in theA-rabs and the elephants, but as for me I think different.",72
293,It had allthe marks of a Sunday-school.,72
294,CHAPTER IV.,74
295,"Well, three or four months run along, and it was well into the winternow.",75
296,"I had been to school most all the time and could spell and readand write just a little, and could say the multiplication table up tosix times seven is thirty-five, and I don’t reckon I could ever get anyfurther than that if I was to live forever.",75
297,"I don’t take no stock inmathematics, anyway.",75
298,"At first I hated the school, but by-and-by I got so I could stand it.",76
299,"Whenever I got uncommon tired I played hookey, and the hiding I gotnext day done me good and cheered me up.",76
300,So the longer I went to schoolthe easier it got to be.,76
301,"I was getting sort of used to the widow’sways, too, and they warn’t so raspy on me.",76
302,"Living in a house andsleeping in a bed pulled on me pretty tight mostly, but before the coldweather I used to slide out and sleep in the woods sometimes, and sothat was a rest to me.",76
303,"I liked the old ways best, but I was getting soI liked the new ones, too, a little bit.",76
304,"The widow said I was comingalong slow but sure, and doing very satisfactory.",76
305,She said she warn’tashamed of me.,76
306,One morning I happened to turn over the salt-cellar at breakfast.,77
307,"Ireached for some of it as quick as I could to throw over my leftshoulder and keep off the bad luck, but Miss Watson was in ahead of me,and crossed me off.",77
308,"She says, “Take your hands away, Huckleberry; whata mess you are always making!” The widow put in a good word for me, butthat warn’t going to keep off the bad luck, I knowed that well enough.",77
309,"I started out, after breakfast, feeling worried and shaky, andwondering where it was going to fall on me, and what it was going tobe.",77
310,"There is ways to keep off some kinds of bad luck, but this wasn’tone of them kind; so I never tried to do anything, but just poked alonglow-spirited and on the watch-out.",77
311,I went down to the front garden and clumb over the stile where you gothrough the high board fence.,78
312,"There was an inch of new snow on theground, and I seen somebody’s tracks.",78
313,"They had come up from the quarryand stood around the stile a while, and then went on around the gardenfence.",78
314,"It was funny they hadn’t come in, after standing around so.",78
315,Icouldn’t make it out.,78
316,"It was very curious, somehow.",78
317,"I was going tofollow around, but I stooped down to look at the tracks first.",78
318,"I didn’tnotice anything at first, but next I did.",78
319,"There was a cross in the leftboot-heel made with big nails, to keep off the devil.",78
320,I was up in a second and shinning down the hill.,79
321,"I looked over myshoulder every now and then, but I didn’t see nobody.",79
322,I was at JudgeThatcher’s as quick as I could get there.,79
323,He said:,79
324,"“Why, my boy, you are all out of breath.",80
325,Did you come for yourinterest?”,80
326,"“No, sir,” I says; “is there some for me?”",81
327,"“Oh, yes, a half-yearly is in, last night—over a hundred and fiftydollars.",82
328,Quite a fortune for you.,82
329,"You had better let me invest it alongwith your six thousand, because if you take it you’ll spend it.”",82
330,"“No, sir,” I says, “I don’t want to spend it.",83
331,"I don’t want it atall—nor the six thousand, nuther.",83
332,I want you to take it; I want to giveit to you—the six thousand and all.”,83
333,He looked surprised.,84
334,He couldn’t seem to make it out.,84
335,He says:,84
336,"“Why, what can you mean, my boy?”",85
337,"I says, “Don’t you ask me no questions about it, please.",86
338,You’ll takeit—won’t you?”,86
339,He says:,87
340,"“Well, I’m puzzled.",88
341,Is something the matter?”,88
342,"“Please take it,” says I, “and don’t ask me nothing—then I won’t haveto tell no lies.”",89
343,"He studied a while, and then he says:",90
344,“Oho-o!,91
345,I think I see.,91
346,You want to _sell_ all your property to me—notgive it.,91
347,That’s the correct idea.”,91
348,"Then he wrote something on a paper and read it over, and says:",92
349,“There; you see it says ‘for a consideration.’ That means I have boughtit of you and paid you for it.,93
350,Here’s a dollar for you.,93
351,Now you signit.”,93
352,"So I signed it, and left.",94
353,"Miss Watson’s nigger, Jim, had a hair-ball as big as your fist, whichhad been took out of the fourth stomach of an ox, and he used to domagic with it.",95
354,"He said there was a spirit inside of it, and it knowedeverything.",95
355,"So I went to him that night and told him pap was hereagain, for I found his tracks in the snow.",95
356,"What I wanted to know was,what he was going to do, and was he going to stay?",95
357,"Jim got out hishair-ball and said something over it, and then he held it up anddropped it on the floor.",95
358,"It fell pretty solid, and only rolled about aninch.",95
359,"Jim tried it again, and then another time, and it acted just thesame.",95
360,"Jim got down on his knees, and put his ear against it andlistened.",95
361,But it warn’t no use; he said it wouldn’t talk.,95
362,He saidsometimes it wouldn’t talk without money.,95
363,"I told him I had an old slickcounterfeit quarter that warn’t no good because the brass showedthrough the silver a little, and it wouldn’t pass nohow, even if thebrass didn’t show, because it was so slick it felt greasy, and so thatwould tell on it every time.",95
364,(I reckoned I wouldn’t say nothing aboutthe dollar I got from the judge.),95
365,"I said it was pretty bad money, butmaybe the hair-ball would take it, because maybe it wouldn’t know thedifference.",95
366,"Jim smelt it and bit it and rubbed it, and said he wouldmanage so the hair-ball would think it was good.",95
367,"He said he would splitopen a raw Irish potato and stick the quarter in between and keep itthere all night, and next morning you couldn’t see no brass, and itwouldn’t feel greasy no more, and so anybody in town would take it in aminute, let alone a hair-ball.",95
368,"Well, I knowed a potato would do thatbefore, but I had forgot it.",95
369,"Jim put the quarter under the hair-ball, and got down and listenedagain.",96
370,This time he said the hair-ball was all right.,96
371,He said it wouldtell my whole fortune if I wanted it to.,96
372,"I says, go on.",96
373,"So thehair-ball talked to Jim, and Jim told it to me.",96
374,He says:,96
375,“Yo’ ole father doan’ know yit what he’s a-gwyne to do.,97
376,"Sometimes hespec he’ll go ’way, en den agin he spec he’ll stay.",97
377,De bes’ way is tores’ easy en let de ole man take his own way.,97
378,Dey’s two angels hoverin’roun’ ’bout him.,97
379,"One uv ’em is white en shiny, en t’other one is black.",97
380,"De white one gits him to go right a little while, den de black one sailin en bust it all up.",97
