text,paragraph,pred,label,prob,anger,disgust,fear,joy,neutral,sadness,surprise
Mrs. Rachel rapped smartly at the kitchen door and stepped in when bidden to do so.,10,4,neutral,0.5318706035614014,0.23318934440612793,0.08755898475646973,0.08664023876190186,0.013870459981262684,0.5318706035614014,0.023997830227017403,0.022872507572174072
The kitchen at Green Gables was a cheerful apartment--or would have been cheerful if it had not been so painfully clean as to give it something of the appearance of an unused parlor.,10,3,joy,0.9426082968711853,0.0016121527878567576,0.005574031267315149,0.0006596232997253537,0.9426082968711853,0.021146778017282486,0.025339815765619278,0.0030592482071369886
"Its windows looked east and west; through the west one, looking out on the back yard, came a flood of mellow June sunlight; but the east one, whence you got a glimpse of the bloom white cherry-trees in the left orchard and nodding, slender birches down in the hollow by the brook, was greened over by a tangle of vines.",10,4,neutral,0.362964928150177,0.031237686052918434,0.08900459110736847,0.04564886912703514,0.28429025411605835,0.362964928150177,0.12786248326301575,0.05899115651845932
"Here sat Marilla Cuthbert, when she sat at all, always slightly distrustful of sunshine, which seemed to her too dancing and irresponsible a thing for a world which was meant to be taken seriously; and here she sat now, knitting, and the table behind her was laid for supper.",10,2,fear,0.3716845214366913,0.05064840614795685,0.08370307832956314,0.3716845214366913,0.07698599249124527,0.2970283031463623,0.037000373005867004,0.08294932544231415
"Mrs. Rachel, before she had fairly closed the door, had taken a mental note of everything that was on that table.",11,4,neutral,0.7172346711158752,0.023362012580037117,0.16450883448123932,0.03013349510729313,0.005234939977526665,0.7172346711158752,0.019870713353157043,0.039655402302742004
"There were three plates laid, so that Marilla must be expecting some one home with Matthew to tea; but the dishes were everyday dishes and there was only crab-apple preserves and one kind of cake, so that the expected company could not be any particular company.",11,4,neutral,0.7961534261703491,0.006616110913455486,0.01387394592165947,0.0034197436179965734,0.013356106355786324,0.7961534261703491,0.0417666994035244,0.12481396645307541
Yet what of Matthew’s white collar and the sorrel mare?,11,4,neutral,0.9246692657470703,0.00872925203293562,0.019617605954408646,0.003108617151156068,0.001795497490093112,0.9246692657470703,0.0049202898517251015,0.03715943545103073
"Mrs. Rachel was getting fairly dizzy with this unusual mystery about quiet, unmysterious Green Gables.",11,2,fear,0.7688475847244263,0.0031179392244666815,0.008399322628974915,0.7688475847244263,0.002419140888378024,0.018719801679253578,0.014837488532066345,0.1836586445569992
"“Good evening, Rachel,” Marilla said briskly.",12,3,joy,0.6308130621910095,0.004737840965390205,0.006724820006638765,0.0019870169926434755,0.6308130621910095,0.34667572379112244,0.004716603085398674,0.004344914108514786
"“This is a real fine evening, isn’t it?",12,4,neutral,0.659936249256134,0.031151114031672478,0.03879162669181824,0.010150771588087082,0.24288897216320038,0.659936249256134,0.007163779344409704,0.00991745013743639
Won’t you sit down?,12,0,anger,0.45073774456977844,0.45073774456977844,0.16603776812553406,0.04065897315740585,0.00521402433514595,0.08133330196142197,0.06321651488542557,0.19280168414115906
How are all your folks?”,12,6,surprise,0.6362051367759705,0.059703927487134933,0.02745703049004078,0.01477879099547863,0.0032829786650836468,0.23773016035556793,0.0208419281989336,0.6362051367759705
"Something that for lack of any other name might be called friendship existed and always had existed between Marilla Cuthbert and Mrs. Rachel, in spite of--or perhaps because of--their dissimilarity.",13,4,neutral,0.5824930667877197,0.13907039165496826,0.15109708905220032,0.01884627714753151,0.018108710646629333,0.5824930667877197,0.04349872097373009,0.046885766088962555
"Marilla was a tall, thin woman, with angles and without curves; her dark hair showed some gray streaks and was always twisted up in a hard little knot behind with two wire hairpins stuck aggressively through it.",14,4,neutral,0.3202575147151947,0.21183809638023376,0.22003892064094543,0.05088852345943451,0.003460823092609644,0.3202575147151947,0.16110759973526,0.03240857273340225
"She looked like a woman of narrow experience and rigid conscience, which she was; but there was a saving something about her mouth which, if it had been ever so slightly developed, might have been considered indicative of a sense of humor.",14,4,neutral,0.4387437105178833,0.0072885844856500626,0.1248227059841156,0.004390666261315346,0.39044031500816345,0.4387437105178833,0.009572815150022507,0.02474118396639824
"“We’re all pretty well,” said Mrs. Rachel.",15,4,neutral,0.7640741467475891,0.01392088271677494,0.029071180149912834,0.002532579703256488,0.1806948035955429,0.7640741467475891,0.006893834564834833,0.002812572754919529
"“I was kind of afraid _you_ weren’t, though, when I saw Matthew starting off today.",15,2,fear,0.9632282257080078,0.0022433712147176266,0.002366969594731927,0.9632282257080078,0.001725330832414329,0.018730755895376205,0.002580334199592471,0.009124924428761005
I thought maybe he was going to the doctor’s.”,15,4,neutral,0.7957156896591187,0.010499395430088043,0.03732823580503464,0.06902475655078888,0.01217908225953579,0.7957156896591187,0.03596263751387596,0.03929021582007408
Marilla’s lips twitched understandingly.,16,4,neutral,0.6799546480178833,0.021695192903280258,0.15307360887527466,0.01842929609119892,0.00447291461750865,0.6799546480178833,0.03187968209385872,0.09049463272094727
She had expected Mrs. Rachel up; she had known that the sight of Matthew jaunting off so unaccountably would be too much for her neighbor’s curiosity.,16,2,fear,0.6580211520195007,0.0274145919829607,0.010542056523263454,0.6580211520195007,0.005023907404392958,0.2536906599998474,0.0069974143989384174,0.038310155272483826
"“Oh, no, I’m quite well although I had a bad headache yesterday,” she said.",17,4,neutral,0.3979603946208954,0.0118608633056283,0.0682629942893982,0.11881059408187866,0.07566460967063904,0.3979603946208954,0.31447410583496094,0.012966432608664036
“Matthew went to Bright River.,17,4,neutral,0.8863818645477295,0.006718149408698082,0.007190704811364412,0.021656455472111702,0.006133987568318844,0.8863818645477295,0.020599178969860077,0.05131971091032028
We’re getting a little boy from an orphan asylum in Nova Scotia and he’s coming on the train tonight.”,17,4,neutral,0.7555580735206604,0.0069313738495111465,0.010660925880074501,0.013167467899620533,0.1332160085439682,0.7555580735206604,0.02940809354186058,0.0510580912232399
If Marilla had said that Matthew had gone to Bright River to meet a kangaroo from Australia Mrs. Rachel could not have been more astonished.,18,6,surprise,0.9789735674858093,0.003865595208480954,0.0014070046599954367,0.0025076589081436396,0.0013596497010439634,0.01093607023358345,0.0009504961199127138,0.9789735674858093
She was actually stricken dumb for five seconds.,18,1,disgust,0.29069945216178894,0.016670312732458115,0.29069945216178894,0.22026830911636353,0.0018121007597073913,0.14415863156318665,0.1946355104446411,0.13175566494464874
"It was unsupposable that Marilla was making fun of her, but Mrs. Rachel was almost forced to suppose it.",18,1,disgust,0.8510817289352417,0.07654685527086258,0.8510817289352417,0.001559305703267455,0.004224548116326332,0.05142424628138542,0.011078554205596447,0.004084741696715355
"“Are you in earnest, Marilla?” she demanded when voice returned to her.",19,4,neutral,0.4157252907752991,0.2643170654773712,0.06771595031023026,0.15310414135456085,0.0031408253125846386,0.4157252907752991,0.013588685542345047,0.08240801841020584
"“Yes, of course,” said Marilla, as if getting boys from orphan asylums in Nova Scotia were part of the usual spring work on any well-regulated Avonlea farm instead of being an unheard of innovation.",20,4,neutral,0.667119026184082,0.02562987059354782,0.09827770292758942,0.015404509380459785,0.011254219338297844,0.667119026184082,0.014344519004225731,0.16797016561031342
Mrs. Rachel felt that she had received a severe mental jolt.,21,5,sadness,0.8530001044273376,0.004555980674922466,0.03174709528684616,0.059245239943265915,0.003670907113701105,0.042538661509752274,0.8530001044273376,0.005241946782916784
She thought in exclamation points.,21,4,neutral,0.6664873957633972,0.046904291957616806,0.2267547845840454,0.003734867088496685,0.0060994368977844715,0.6664873957633972,0.007261668797582388,0.042757537215948105
A boy!,21,6,surprise,0.5765439867973328,0.02466638945043087,0.0091440724208951,0.0030365856364369392,0.34510114789009094,0.028964813798666,0.012543074786663055,0.5765439867973328
Marilla and Matthew Cuthbert of all people adopting a boy!,21,6,surprise,0.42024222016334534,0.048689521849155426,0.013245614245533943,0.004763358272612095,0.13856464624404907,0.3639616370201111,0.010533006861805916,0.42024222016334534
From an orphan asylum!,21,6,surprise,0.7089054584503174,0.043828390538692474,0.0113609554246068,0.11616291105747223,0.056400854140520096,0.03381985053420067,0.02952159009873867,0.7089054584503174
"Well, the world was certainly turning upside down!",21,6,surprise,0.5450896620750427,0.15696147084236145,0.08043093234300613,0.04346855357289314,0.01987597532570362,0.1010352373123169,0.053138166666030884,0.5450896620750427
She would be surprised at nothing after this!,21,6,surprise,0.9762475490570068,0.006758938543498516,0.0029767563100904226,0.0012520385207608342,0.0020137475803494453,0.009572939947247505,0.001178012229502201,0.9762475490570068
Nothing!,21,6,surprise,0.4130944311618805,0.37724488973617554,0.12997496128082275,0.02227780781686306,0.008528088219463825,0.029423877596855164,0.01945594698190689,0.4130944311618805
“What on earth put such a notion into your head?” she demanded disapprovingly.,22,1,disgust,0.6006203293800354,0.3783022463321686,0.6006203293800354,0.00529469083994627,0.0008010825258679688,0.009474452584981918,0.003225366584956646,0.0022818094585090876
"This had been done without her advice being asked, and must perforce be disapproved.",23,0,anger,0.7011052966117859,0.7011052966117859,0.2608488202095032,0.004794176202267408,0.0009830085327848792,0.01805499941110611,0.011859450489282608,0.002354231895878911
"“Well, we’ve been thinking about it for some time--all winter in fact,”  returned Marilla.",24,4,neutral,0.8952361345291138,0.011375046335160732,0.015217197127640247,0.030139947310090065,0.010429851710796356,0.8952361345291138,0.015173652209341526,0.02242819219827652
“Mrs.,24,4,neutral,0.6858358383178711,0.02344217151403427,0.053086504340171814,0.06117283180356026,0.02008230611681938,0.6858358383178711,0.06893523782491684,0.08744514733552933
Alexander Spencer was up here one day before Christmas and she said she was going to get a little girl from the asylum over in Hopeton in the spring.,24,4,neutral,0.5904133915901184,0.009189413860440254,0.007114338222891092,0.011767125688493252,0.27961477637290955,0.5904133915901184,0.03823639824986458,0.06366442143917084
Her cousin lives there and Mrs. Spencer has visited her and knows all about it.,24,4,neutral,0.8933371901512146,0.007670760154724121,0.028236113488674164,0.0021099583245813847,0.02912749908864498,0.8933371901512146,0.012576045468449593,0.026942463591694832
So Matthew and I have talked it over off and on ever since.,24,4,neutral,0.9515299201011658,0.010317939333617687,0.012123632244765759,0.003376722102984786,0.008953619748353958,0.9515299201011658,0.007983471266925335,0.005714694503694773
We thought we’d get a boy.,24,4,neutral,0.6409891247749329,0.027844445779919624,0.028700117021799088,0.007601719815284014,0.22419032454490662,0.6409891247749329,0.02350538782775402,0.04716889560222626
"Matthew is getting up in years, you know--he’s sixty--and he isn’t so spry as he once was.",24,3,joy,0.8937850594520569,0.00422505522146821,0.0036529304925352335,0.0005530218477360904,0.8937850594520569,0.04540276527404785,0.018231600522994995,0.034149639308452606
His heart troubles him a good deal.,24,5,sadness,0.9239112734794617,0.0027212928980588913,0.007053039502352476,0.02137039043009281,0.007599298842251301,0.032956622540950775,0.9239112734794617,0.004388157278299332
And you know how desperate hard it’s got to be to get hired help.,24,4,neutral,0.4923916757106781,0.034548647701740265,0.07833356410264969,0.06222164258360863,0.006344528403133154,0.4923916757106781,0.2760910391807556,0.050068892538547516
"There’s never anybody to be had but those stupid, half-grown little French boys; and as soon as you do get one broke into your ways and taught something he’s up and off to the lobster canneries or the States.",24,4,neutral,0.613861620426178,0.2492336481809616,0.08843933045864105,0.007670297287404537,0.018100963905453682,0.613861620426178,0.014569595456123352,0.008124521002173424
At first Matthew suggested getting a Home boy.,24,4,neutral,0.3524945080280304,0.033879850059747696,0.1571791023015976,0.266696035861969,0.1390553116798401,0.3524945080280304,0.03355672210454941,0.017138471826910973
But I said ‘no’ flat to that.,24,4,neutral,0.4356127977371216,0.1318940967321396,0.2142343968153,0.13228890299797058,0.006136903073638678,0.4356127977371216,0.07387006282806396,0.005962786264717579
"‘They may be all right--I’m not saying they’re not--but no London street Arabs for me,’ I said.",24,4,neutral,0.8274558782577515,0.04121240973472595,0.06718144565820694,0.041008785367012024,0.007099250331521034,0.8274558782577515,0.011502808891236782,0.004539349116384983
‘Give me a native born at least.,24,4,neutral,0.9464397430419922,0.010252414271235466,0.007328607141971588,0.003246725769713521,0.019389960914850235,0.9464397430419922,0.005343492142856121,0.007999038323760033
"There’ll be a risk, no matter who we get.",24,4,neutral,0.8591492772102356,0.013981855474412441,0.01345103606581688,0.08707057684659958,0.005268297623842955,0.8591492772102356,0.012758232653141022,0.008320651017129421
But I’ll feel easier in my mind and sleep sounder at nights if we get a born Canadian.’ So in the end we decided to ask Mrs. Spencer to pick us out one when she went over to get her little girl.,24,1,disgust,0.4769555330276489,0.013259082101285458,0.4769555330276489,0.006534322164952755,0.28731992840766907,0.20049449801445007,0.011054886505007744,0.004381815902888775
"We heard last week she was going, so we sent her word by Richard Spencer’s folks at Carmody to bring us a smart, likely boy of about ten or eleven.",24,4,neutral,0.8515995144844055,0.005585682112723589,0.003961366601288319,0.00397433852776885,0.04574087634682655,0.8515995144844055,0.006720997393131256,0.08241716772317886
We decided that would be the best age--old enough to be of some use in doing chores right off and young enough to be trained up proper.,24,4,neutral,0.9187055230140686,0.010011483915150166,0.01791503094136715,0.004103126935660839,0.027178963646292686,0.9187055230140686,0.010727954097092152,0.011357894167304039
We mean to give him a good home and schooling.,24,4,neutral,0.33944523334503174,0.16434399783611298,0.23426681756973267,0.003243586979806423,0.2428521364927292,0.33944523334503174,0.01115336362272501,0.004694813396781683
We had a telegram from Mrs. Alexander Spencer today--the mail-man brought it from the station--saying they were coming on the five-thirty train tonight.,24,4,neutral,0.6510826945304871,0.012672977522015572,0.0067243124358356,0.01978936232626438,0.02778271771967411,0.6510826945304871,0.033552151173353195,0.24839584529399872
So Matthew went to Bright River to meet him.,24,4,neutral,0.7879675626754761,0.005044013727456331,0.0036190408281981945,0.004959396086633205,0.1500510722398758,0.7879675626754761,0.01023541484028101,0.03812350332736969
Mrs. Spencer will drop him off there.,24,4,neutral,0.9456942677497864,0.008866234682500362,0.00792139582335949,0.005062588024884462,0.014124376699328423,0.9456942677497864,0.009791184216737747,0.008539981208741665
Of course she goes on to White Sands station herself.”,24,4,neutral,0.9414297342300415,0.013443977572023869,0.017402408644557,0.011266428045928478,0.0027266498655080795,0.9414297342300415,0.00648656627163291,0.007244162727147341
"Mrs. Rachel prided herself on always speaking her mind; she proceeded to speak it now, having adjusted her mental attitude to this amazing piece of news.",25,4,neutral,0.49952587485313416,0.028931906446814537,0.01237607654184103,0.0038304028566926718,0.05558496713638306,0.49952587485313416,0.0024863595608621836,0.39726442098617554
"“Well, Marilla, I’ll just tell you plain that I think you’re doing a mighty foolish thing--a risky thing, that’s what.",26,4,neutral,0.5008910298347473,0.0963200256228447,0.16345685720443726,0.1863257884979248,0.01375020295381546,0.5008910298347473,0.02862773835659027,0.010628442279994488
You don’t know what you’re getting.,26,6,surprise,0.7390069961547852,0.07319144159555435,0.11206125468015671,0.007719559129327536,0.004354583099484444,0.05012865364551544,0.013537505641579628,0.7390069961547852
You’re bringing a strange child into your house and home and you don’t know a single thing about him nor what his disposition is like nor what sort of parents he had nor how he’s likely to turn out.,26,4,neutral,0.46644774079322815,0.03029920905828476,0.14095407724380493,0.049950115382671356,0.009436138905584812,0.46644774079322815,0.007617046125233173,0.29529571533203125
"Why, it was only last week I read in the paper how a man and his wife up west of the Island took a boy out of an orphan asylum and he set fire to the house at night--set it _on purpose_, Marilla--and nearly burnt them to a crisp in their beds.",26,0,anger,0.664659857749939,0.664659857749939,0.0826982855796814,0.028042621910572052,0.001258139731362462,0.027541913092136383,0.009225278161466122,0.18657395243644714
And I know another case where an adopted boy used to suck the eggs--they couldn’t break him of it.,26,1,disgust,0.7752129435539246,0.0729747861623764,0.7752129435539246,0.014271373860538006,0.003701846580952406,0.08663567900657654,0.02724987268447876,0.01995345950126648
"If you had asked my advice in the matter--which you didn’t do, Marilla--I’d have said for mercy’s sake not to think of such a thing, that’s what.”",26,4,neutral,0.7141509652137756,0.08539874851703644,0.0694156214594841,0.056170783936977386,0.008493779227137566,0.7141509652137756,0.05566197633743286,0.010708082467317581
This Job’s comforting seemed neither to offend nor to alarm Marilla.,27,0,anger,0.8159071207046509,0.8159071207046509,0.1071748286485672,0.033647358417510986,0.001072135753929615,0.025598391890525818,0.014226937666535378,0.0023731074761599302
She knitted steadily on.,27,4,neutral,0.5094538331031799,0.021355565637350082,0.29098424315452576,0.033046655356884,0.003914409317076206,0.5094538331031799,0.10046993941068649,0.04077539220452309
"“I don’t deny there’s something in what you say, Rachel.",28,4,neutral,0.8382704854011536,0.04919996112585068,0.06158889830112457,0.02660788781940937,0.002541932510212064,0.8382704854011536,0.013104448094964027,0.008686373941600323
I’ve had some qualms myself.,28,2,fear,0.5244055986404419,0.11213452368974686,0.050446733832359314,0.5244055986404419,0.07594382762908936,0.18636466562747955,0.04751795157790184,0.003186670830473304
But Matthew was terrible set on it.,28,2,fear,0.8309728503227234,0.012931665405631065,0.12065708637237549,0.8309728503227234,0.0016677167732268572,0.0065319472923874855,0.017912212759256363,0.009326551109552383
"I could see that, so I gave in.",28,0,anger,0.47053226828575134,0.47053226828575134,0.21439845860004425,0.01088180672377348,0.015197239816188812,0.23815026879310608,0.04820102080702782,0.0026388601399958134
It’s so seldom Matthew sets his mind on anything that when he does I always feel it’s my duty to give in.,28,4,neutral,0.7704343199729919,0.038359787315130234,0.07915095239877701,0.013498054817318916,0.07797973603010178,0.7704343199729919,0.01829855516552925,0.002278541913256049
"And as for the risk, there’s risks in pretty near everything a body does in this world.",28,4,neutral,0.8493566513061523,0.016957301646471024,0.013433570973575115,0.08341383934020996,0.005309509113430977,0.8493566513061523,0.016883786767721176,0.01464536041021347
There’s risks in people’s having children of their own if it comes to that--they don’t always turn out well.,28,4,neutral,0.7413898706436157,0.014231176115572453,0.020564934238791466,0.16338148713111877,0.009158758446574211,0.7413898706436157,0.032381173223257065,0.018892616033554077
