,sentences,paragraph
41,"He started, made a short run, and stopped and looked over his shoulder.",21
42,"“There, sir!” I timidly explained.",22
43,“Also Georgiana.,22
44,That’s my mother.”,22
45,"“Oh!” said he, coming back.",23
46,“And is that your father alonger yourmother?”,23
47,"“Yes, sir,” said I; “him too; late of this parish.”",24
48,"“Ha!” he muttered then, considering.",25
49,"“Who d’ye live with,—supposin’you’re kindly let to live, which I han’t made up my mind about?”",25
50,"“My sister, sir,—Mrs.",26
51,"Joe Gargery,—wife of Joe Gargery, the blacksmith,sir.”",26
52,"“Blacksmith, eh?” said he.",27
53,And looked down at his leg.,27
54,"After darkly looking at his leg and me several times, he came closer tomy tombstone, took me by both arms, and tilted me back as far as hecould hold me; so that his eyes looked most powerfully down into mine,and mine looked most helplessly up into his.",28
55,"“Now lookee here,” he said, “the question being whether you’re to belet to live.",29
56,You know what a file is?”,29
57,"“Yes, sir.”",30
58,“And you know what wittles is?”,31
59,"“Yes, sir.”",32
60,"After each question he tilted me over a little more, so as to give me agreater sense of helplessness and danger.",33
61,“You get me a file.” He tilted me again.,34
62,“And you get me wittles.” Hetilted me again.,34
63,“You bring ’em both to me.” He tilted me again.,34
64,“OrI’ll have your heart and liver out.” He tilted me again.,34
65,"I was dreadfully frightened, and so giddy that I clung to him with bothhands, and said, “If you would kindly please to let me keep upright,sir, perhaps I shouldn’t be sick, and perhaps I could attend more.”",35
66,"He gave me a most tremendous dip and roll, so that the church jumpedover its own weathercock.",36
67,"Then, he held me by the arms, in an uprightposition on the top of the stone, and went on in these fearful terms:—",36
68,"“You bring me, to-morrow morning early, that file and them wittles.",37
69,"Youbring the lot to me, at that old Battery over yonder.",37
70,"You do it, andyou never dare to say a word or dare to make a sign concerning yourhaving seen such a person as me, or any person sumever, and you shallbe let to live.",37
71,"You fail, or you go from my words in any partickler, nomatter how small it is, and your heart and your liver shall be toreout, roasted, and ate.",37
72,"Now, I ain’t alone, as you may think I am.",37
73,"There’s a young man hid with me, in comparison with which young man Iam a Angel.",37
74,That young man hears the words I speak.,37
75,"That young man hasa secret way pecooliar to himself, of getting at a boy, and at hisheart, and at his liver.",37
76,It is in wain for a boy to attempt to hidehimself from that young man.,37
77,"A boy may lock his door, may be warm inbed, may tuck himself up, may draw the clothes over his head, may thinkhimself comfortable and safe, but that young man will softly creep andcreep his way to him and tear him open.",37
78,"I am a keeping that young manfrom harming of you at the present moment, with great difficulty.",37
79,Ifind it wery hard to hold that young man off of your inside.,37
80,"Now, whatdo you say?”",37
81,"I said that I would get him the file, and I would get him what brokenbits of food I could, and I would come to him at the Battery, early inthe morning.",38
82,“Say Lord strike you dead if you don’t!” said the man.,39
83,"I said so, and he took me down.",40
84,"“Now,” he pursued, “you remember what you’ve undertook, and youremember that young man, and you get home!”",41
85,"“Goo-good night, sir,” I faltered.",42
86,"“Much of that!” said he, glancing about him over the cold wet flat.",43
87,“Iwish I was a frog.,43
88,Or a eel!”,43
89,"At the same time, he hugged his shuddering body in both hisarms,—clasping himself, as if to hold himself together,—and limpedtowards the low church wall.",44
90,"As I saw him go, picking his way among thenettles, and among the brambles that bound the green mounds, he lookedin my young eyes as if he were eluding the hands of the dead people,stretching up cautiously out of their graves, to get a twist upon hisankle and pull him in.",44
91,"When he came to the low church wall, he got over it, like a man whoselegs were numbed and stiff, and then turned round to look for me.",45
92,"WhenI saw him turning, I set my face towards home, and made the best use ofmy legs.",45
93,"But presently I looked over my shoulder, and saw him going onagain towards the river, still hugging himself in both arms, andpicking his way with his sore feet among the great stones dropped intothe marshes here and there, for stepping-places when the rains wereheavy or the tide was in.",45
94,"The marshes were just a long black horizontal line then, as I stoppedto look after him; and the river was just another horizontal line, notnearly so broad nor yet so black; and the sky was just a row of longangry red lines and dense black lines intermixed.",46
95,"On the edge of theriver I could faintly make out the only two black things in all theprospect that seemed to be standing upright; one of these was thebeacon by which the sailors steered,—like an unhooped cask upon apole,—an ugly thing when you were near it; the other, a gibbet, withsome chains hanging to it which had once held a pirate.",46
96,"The man waslimping on towards this latter, as if he were the pirate come to life,and come down, and going back to hook himself up again.",46
97,"It gave me aterrible turn when I thought so; and as I saw the cattle lifting theirheads to gaze after him, I wondered whether they thought so too.",46
98,"Ilooked all round for the horrible young man, and could see no signs ofhim.",46
99,"But now I was frightened again, and ran home without stopping.",46
100,Chapter II.,48
101,"My sister, Mrs. Joe Gargery, was more than twenty years older than I,and had established a great reputation with herself and the neighboursbecause she had brought me up “by hand.” Having at that time to findout for myself what the expression meant, and knowing her to have ahard and heavy hand, and to be much in the habit of laying it upon herhusband as well as upon me, I supposed that Joe Gargery and I were bothbrought up by hand.",49
102,"She was not a good-looking woman, my sister; and I had a generalimpression that she must have made Joe Gargery marry her by hand.",50
103,"Joewas a fair man, with curls of flaxen hair on each side of his smoothface, and with eyes of such a very undecided blue that they seemed tohave somehow got mixed with their own whites.",50
104,"He was a mild,good-natured, sweet-tempered, easy-going, foolish, dear fellow,—a sortof Hercules in strength, and also in weakness.",50
105,"My sister, Mrs. Joe, with black hair and eyes, had such a prevailingredness of skin that I sometimes used to wonder whether it was possibleshe washed herself with a nutmeg-grater instead of soap.",51
106,"She was talland bony, and almost always wore a coarse apron, fastened over herfigure behind with two loops, and having a square impregnable bib infront, that was stuck full of pins and needles.",51
107,"She made it a powerfulmerit in herself, and a strong reproach against Joe, that she wore thisapron so much.",51
108,"Though I really see no reason why she should have wornit at all; or why, if she did wear it at all, she should not have takenit off, every day of her life.",51
109,"Joe’s forge adjoined our house, which was a wooden house, as many ofthe dwellings in our country were,—most of them, at that time.",52
110,"When Iran home from the churchyard, the forge was shut up, and Joe wassitting alone in the kitchen.",52
111,"Joe and I being fellow-sufferers, andhaving confidences as such, Joe imparted a confidence to me, the momentI raised the latch of the door and peeped in at him opposite to it,sitting in the chimney corner.",52
112,“Mrs.,53
113,"Joe has been out a dozen times, looking for you, Pip.",53
114,"And she’sout now, making it a baker’s dozen.”",53
115,“Is she?”,54
116,"“Yes, Pip,” said Joe; “and what’s worse, she’s got Tickler with her.”",55
117,"At this dismal intelligence, I twisted the only button on my waistcoatround and round, and looked in great depression at the fire.",56
118,"Ticklerwas a wax-ended piece of cane, worn smooth by collision with my tickledframe.",56
119,"“She sot down,” said Joe, “and she got up, and she made a grab atTickler, and she Ram-paged out.",57
120,"That’s what she did,” said Joe, slowlyclearing the fire between the lower bars with the poker, and looking atit; “she Ram-paged out, Pip.”",57
121,"“Has she been gone long, Joe?” I always treated him as a larger speciesof child, and as no more than my equal.",58
122,"“Well,” said Joe, glancing up at the Dutch clock, “she’s been on theRam-page, this last spell, about five minutes, Pip.",59
123,She’s a-coming!,59
124,"Getbehind the door, old chap, and have the jack-towel betwixt you.”",59
125,I took the advice.,60
126,"My sister, Mrs. Joe, throwing the door wide open,and finding an obstruction behind it, immediately divined the cause,and applied Tickler to its further investigation.",60
127,"She concluded bythrowing me—I often served as a connubial missile—at Joe, who, glad toget hold of me on any terms, passed me on into the chimney and quietlyfenced me up there with his great leg.",60
128,"“Where have you been, you young monkey?” said Mrs. Joe, stamping herfoot.",61
129,"“Tell me directly what you’ve been doing to wear me away withfret and fright and worrit, or I’d have you out of that corner if youwas fifty Pips, and he was five hundred Gargerys.”",61
130,"“I have only been to the churchyard,” said I, from my stool, crying andrubbing myself.",62
131,“Churchyard!” repeated my sister.,63
132,"“If it warn’t for me you’d have beento the churchyard long ago, and stayed there.",63
133,Who brought you up byhand?”,63
134,"“You did,” said I.",64
135,"“And why did I do it, I should like to know?” exclaimed my sister.",65
136,"I whimpered, “I don’t know.”",66
137,“_I_ don’t!” said my sister.,67
138,“I’d never do it again!,67
139,I know that.,67
140,I maytruly say I’ve never had this apron of mine off since born you were.,67
141,It’s bad enough to be a blacksmith’s wife (and him a Gargery) withoutbeing your mother.”,67
142,My thoughts strayed from that question as I looked disconsolately atthe fire.,68
143,"For the fugitive out on the marshes with the ironed leg, themysterious young man, the file, the food, and the dreadful pledge I wasunder to commit a larceny on those sheltering premises, rose before mein the avenging coals.",68
144,"“Hah!” said Mrs. Joe, restoring Tickler to his station.",69
145,"“Churchyard,indeed!",69
146,"You may well say churchyard, you two.” One of us, by the by,had not said it at all.",69
147,"“You’ll drive _me_ to the churchyard betwixtyou, one of these days, and O, a pr-r-recious pair you’d be withoutme!”",69
148,"As she applied herself to set the tea-things, Joe peeped down at meover his leg, as if he were mentally casting me and himself up, andcalculating what kind of pair we practically should make, under thegrievous circumstances foreshadowed.",70
149,"After that, he sat feeling hisright-side flaxen curls and whisker, and following Mrs. Joe about withhis blue eyes, as his manner always was at squally times.",70
150,"My sister had a trenchant way of cutting our bread and butter for us,that never varied.",71
151,"First, with her left hand she jammed the loaf hardand fast against her bib,—where it sometimes got a pin into it, andsometimes a needle, which we afterwards got into our mouths.",71
152,"Then shetook some butter (not too much) on a knife and spread it on the loaf,in an apothecary kind of way, as if she were making a plaster,—usingboth sides of the knife with a slapping dexterity, and trimming andmoulding the butter off round the crust.",71
153,"Then, she gave the knife afinal smart wipe on the edge of the plaster, and then sawed a verythick round off the loaf: which she finally, before separating from theloaf, hewed into two halves, of which Joe got one, and I the other.",71
154,"On the present occasion, though I was hungry, I dared not eat my slice.",72
155,"I felt that I must have something in reserve for my dreadfulacquaintance, and his ally the still more dreadful young man.",72
156,"I knewMrs. Joe’s housekeeping to be of the strictest kind, and that mylarcenous researches might find nothing available in the safe.",72
157,Therefore I resolved to put my hunk of bread and butter down the leg ofmy trousers.,72
158,The effort of resolution necessary to the achievement of this purpose Ifound to be quite awful.,73
159,"It was as if I had to make up my mind to leapfrom the top of a high house, or plunge into a great depth of water.",73
160,And it was made the more difficult by the unconscious Joe.,73
161,"In ouralready-mentioned freemasonry as fellow-sufferers, and in hisgood-natured companionship with me, it was our evening habit to comparethe way we bit through our slices, by silently holding them up to eachother’s admiration now and then,—which stimulated us to new exertions.",73
162,"To-night, Joe several times invited me, by the display of his fastdiminishing slice, to enter upon our usual friendly competition; but hefound me, each time, with my yellow mug of tea on one knee, and myuntouched bread and butter on the other.",73
163,"At last, I desperatelyconsidered that the thing I contemplated must be done, and that it hadbest be done in the least improbable manner consistent with thecircumstances.",73
164,"I took advantage of a moment when Joe had just looked atme, and got my bread and butter down my leg.",73
165,"Joe was evidently made uncomfortable by what he supposed to be my lossof appetite, and took a thoughtful bite out of his slice, which hedidn’t seem to enjoy.",74
166,"He turned it about in his mouth much longer thanusual, pondering over it a good deal, and after all gulped it down likea pill.",74
167,"He was about to take another bite, and had just got his head onone side for a good purchase on it, when his eye fell on me, and he sawthat my bread and butter was gone.",74
168,"The wonder and consternation with which Joe stopped on the threshold ofhis bite and stared at me, were too evident to escape my sister’sobservation.",75
169,"“What’s the matter _now_?” said she, smartly, as she put down her cup.",76
170,"“I say, you know!” muttered Joe, shaking his head at me in very seriousremonstrance.",77
171,"“Pip, old chap!",77
172,You’ll do yourself a mischief.,77
173,It’llstick somewhere.,77
174,"You can’t have chawed it, Pip.”",77
175,"“What’s the matter now?” repeated my sister, more sharply than before.",78
176,"“If you can cough any trifle on it up, Pip, I’d recommend you to doit,” said Joe, all aghast.",79
177,"“Manners is manners, but still your elth’syour elth.”",79
178,"By this time, my sister was quite desperate, so she pounced on Joe,and, taking him by the two whiskers, knocked his head for a littlewhile against the wall behind him, while I sat in the corner, lookingguiltily on.",80
179,"“Now, perhaps you’ll mention what’s the matter,” said my sister, out ofbreath, “you staring great stuck pig.”",81
180,"Joe looked at her in a helpless way, then took a helpless bite, andlooked at me again.",82
181,"“You know, Pip,” said Joe, solemnly, with his last bite in his cheek,and speaking in a confidential voice, as if we two were quite alone,“you and me is always friends, and I’d be the last to tell upon you,any time.",83
182,"But such a—” he moved his chair and looked about the floorbetween us, and then again at me—“such a most oncommon Bolt as that!”",83
183,"“Been bolting his food, has he?” cried my sister.",84
184,"“You know, old chap,” said Joe, looking at me, and not at Mrs. Joe,with his bite still in his cheek, “I Bolted, myself, when I was yourage—frequent—and as a boy I’ve been among a many Bolters; but I neversee your Bolting equal yet, Pip, and it’s a mercy you ain’t Bolteddead.”",85
185,"My sister made a dive at me, and fished me up by the hair, sayingnothing more than the awful words, “You come along and be dosed.”",86
186,"Some medical beast had revived Tar-water in those days as a finemedicine, and Mrs. Joe always kept a supply of it in the cupboard;having a belief in its virtues correspondent to its nastiness.",87
187,"At thebest of times, so much of this elixir was administered to me as achoice restorative, that I was conscious of going about, smelling likea new fence.",87
188,"On this particular evening the urgency of my case demandeda pint of this mixture, which was poured down my throat, for my greatercomfort, while Mrs. Joe held my head under her arm, as a boot would beheld in a bootjack.",87
189,"Joe got off with half a pint; but was made toswallow that (much to his disturbance, as he sat slowly munching andmeditating before the fire), “because he had had a turn.” Judging frommyself, I should say he certainly had a turn afterwards, if he had hadnone before.",87
190,"Conscience is a dreadful thing when it accuses man or boy; but when, inthe case of a boy, that secret burden co-operates with another secretburden down the leg of his trousers, it is (as I can testify) a greatpunishment.",88
191,"The guilty knowledge that I was going to rob Mrs. Joe—Inever thought I was going to rob Joe, for I never thought of any of thehousekeeping property as his—united to the necessity of always keepingone hand on my bread and butter as I sat, or when I was ordered aboutthe kitchen on any small errand, almost drove me out of my mind.",88
192,"Then,as the marsh winds made the fire glow and flare, I thought I heard thevoice outside, of the man with the iron on his leg who had sworn me tosecrecy, declaring that he couldn’t and wouldn’t starve untilto-morrow, but must be fed now.",88
193,"At other times, I thought, What if theyoung man who was with so much difficulty restrained from imbruing hishands in me should yield to a constitutional impatience, or shouldmistake the time, and should think himself accredited to my heart andliver to-night, instead of to-morrow!",88
194,"If ever anybody’s hair stood onend with terror, mine must have done so then.",88
195,"But, perhaps, nobody’sever did?",88
196,"It was Christmas Eve, and I had to stir the pudding for next day, witha copper-stick, from seven to eight by the Dutch clock.",89
197,"I tried it withthe load upon my leg (and that made me think afresh of the man with theload on _his_ leg), and found the tendency of exercise to bring thebread and butter out at my ankle, quite unmanageable.",89
198,"Happily I slippedaway, and deposited that part of my conscience in my garret bedroom.",89
199,"“Hark!” said I, when I had done my stirring, and was taking a finalwarm in the chimney corner before being sent up to bed; “was that greatguns, Joe?”",90
200,“Ah!” said Joe.,91
201,“There’s another conwict off.”,91
202,"“What does that mean, Joe?” said I.",92
203,"Mrs. Joe, who always took explanations upon herself, said, snappishly,“Escaped.",93
204,Escaped.” Administering the definition like Tar-water.,93
205,"While Mrs. Joe sat with her head bending over her needlework, I put mymouth into the forms of saying to Joe, “What’s a convict?” Joe put_his_ mouth into the forms of returning such a highly elaborate answer,that I could make out nothing of it but the single word “Pip.”",94
206,"“There was a conwict off last night,” said Joe, aloud, “aftersunset-gun.",95
207,And they fired warning of him.,95
208,And now it appears they’refiring warning of another.”,95
209,“_Who’s_ firing?” said I.,96
210,"“Drat that boy,” interposed my sister, frowning at me over her work,“what a questioner he is.",97
211,"Ask no questions, and you’ll be told nolies.”",97
212,"It was not very polite to herself, I thought, to imply that I should betold lies by her even if I did ask questions.",98
213,But she never was politeunless there was company.,98
214,"At this point Joe greatly augmented my curiosity by taking the utmostpains to open his mouth very wide, and to put it into the form of aword that looked to me like “sulks.” Therefore, I naturally pointed toMrs. Joe, and put my mouth into the form of saying, “her?” But Joewouldn’t hear of that, at all, and again opened his mouth very wide,and shook the form of a most emphatic word out of it.",99
215,But I could makenothing of the word.,99
216,“Mrs.,100
217,"Joe,” said I, as a last resort, “I should like to know—if youwouldn’t much mind—where the firing comes from?”",100
218,"“Lord bless the boy!” exclaimed my sister, as if she didn’t quite meanthat but rather the contrary.",101
219,“From the Hulks!”,101
220,"“Oh-h!” said I, looking at Joe.",102
221,“Hulks!”,102
222,"Joe gave a reproachful cough, as much as to say, “Well, I told you so.”",103
223,"“And please, what’s Hulks?” said I.",104
224,"“That’s the way with this boy!” exclaimed my sister, pointing me outwith her needle and thread, and shaking her head at me.",105
225,"“Answer him onequestion, and he’ll ask you a dozen directly.",105
226,"Hulks are prison-ships,right ’cross th’ meshes.” We always used that name for marshes, in ourcountry.",105
227,"“I wonder who’s put into prison-ships, and why they’re put there?” saidI, in a general way, and with quiet desperation.",106
228,"It was too much for Mrs. Joe, who immediately rose.",107
229,"“I tell you what,young fellow,” said she, “I didn’t bring you up by hand to badgerpeople’s lives out.",107
230,"It would be blame to me and not praise, if I had.",107
231,"People are put in the Hulks because they murder, and because they rob,and forge, and do all sorts of bad; and they always begin by askingquestions.",107
232,"Now, you get along to bed!”",107
233,"I was never allowed a candle to light me to bed, and, as I wentupstairs in the dark, with my head tingling,—from Mrs. Joe’s thimblehaving played the tambourine upon it, to accompany her last words,—Ifelt fearfully sensible of the great convenience that the hulks werehandy for me.",108
234,I was clearly on my way there.,108
235,"I had begun by askingquestions, and I was going to rob Mrs. Joe.",108
236,"Since that time, which is far enough away now, I have often thoughtthat few people know what secrecy there is in the young under terror.",109
237,"No matter how unreasonable the terror, so that it be terror.",109
238,"I was inmortal terror of the young man who wanted my heart and liver; I was inmortal terror of my interlocutor with the iron leg; I was in mortalterror of myself, from whom an awful promise had been extracted; I hadno hope of deliverance through my all-powerful sister, who repulsed meat every turn; I am afraid to think of what I might have done onrequirement, in the secrecy of my terror.",109
239,"If I slept at all that night, it was only to imagine myself driftingdown the river on a strong spring-tide, to the Hulks; a ghostly piratecalling out to me through a speaking-trumpet, as I passed thegibbet-station, that I had better come ashore and be hanged there atonce, and not put it off.",110
240,"I was afraid to sleep, even if I had beeninclined, for I knew that at the first faint dawn of morning I must robthe pantry.",110
241,"There was no doing it in the night, for there was nogetting a light by easy friction then; to have got one I must havestruck it out of flint and steel, and have made a noise like the verypirate himself rattling his chains.",110
242,"As soon as the great black velvet pall outside my little window wasshot with grey, I got up and went downstairs; every board upon the way,and every crack in every board calling after me, “Stop thief!” and “Getup, Mrs. Joe!” In the pantry, which was far more abundantly suppliedthan usual, owing to the season, I was very much alarmed by a harehanging up by the heels, whom I rather thought I caught, when my backwas half turned, winking.",111
243,"I had no time for verification, no time forselection, no time for anything, for I had no time to spare.",111
244,"I stolesome bread, some rind of cheese, about half a jar of mincemeat (which Itied up in my pocket-handkerchief with my last night’s slice), somebrandy from a stone bottle (which I decanted into a glass bottle I hadsecretly used for making that intoxicating fluid,Spanish-liquorice-water, up in my room: diluting the stone bottle froma jug in the kitchen cupboard), a meat bone with very little on it, anda beautiful round compact pork pie.",111
245,"I was nearly going away without thepie, but I was tempted to mount upon a shelf, to look what it was thatwas put away so carefully in a covered earthenware dish in a corner,and I found it was the pie, and I took it in the hope that it was notintended for early use, and would not be missed for some time.",111
246,"There was a door in the kitchen, communicating with the forge; Iunlocked and unbolted that door, and got a file from among Joe’s tools.",112
247,"Then I put the fastenings as I had found them, opened the door at whichI had entered when I ran home last night, shut it, and ran for themisty marshes.",112
248,Chapter III.,114
249,"It was a rimy morning, and very damp.",115
250,"I had seen the damp lying on theoutside of my little window, as if some goblin had been crying thereall night, and using the window for a pocket-handkerchief.",115
251,"Now, I sawthe damp lying on the bare hedges and spare grass, like a coarser sortof spiders’ webs; hanging itself from twig to twig and blade to blade.",115
252,"On every rail and gate, wet lay clammy, and the marsh mist was sothick, that the wooden finger on the post directing people to ourvillage—a direction which they never accepted, for they never camethere—was invisible to me until I was quite close under it.",115
253,"Then, as Ilooked up at it, while it dripped, it seemed to my oppressed consciencelike a phantom devoting me to the Hulks.",115
254,"The mist was heavier yet when I got out upon the marshes, so thatinstead of my running at everything, everything seemed to run at me.",116
255,This was very disagreeable to a guilty mind.,116
256,"The gates and dikes andbanks came bursting at me through the mist, as if they cried as plainlyas could be, “A boy with somebody else’s pork pie!",116
257,"Stop him!” Thecattle came upon me with like suddenness, staring out of their eyes,and steaming out of their nostrils, “Halloa, young thief!” One blackox, with a white cravat on,—who even had to my awakened consciencesomething of a clerical air,—fixed me so obstinately with his eyes, andmoved his blunt head round in such an accusatory manner as I movedround, that I blubbered out to him, “I couldn’t help it, sir!",116
258,"It wasn’tfor myself I took it!” Upon which he put down his head, blew a cloud ofsmoke out of his nose, and vanished with a kick-up of his hind-legs anda flourish of his tail.",116
259,"All this time, I was getting on towards the river; but however fast Iwent, I couldn’t warm my feet, to which the damp cold seemed riveted,as the iron was riveted to the leg of the man I was running to meet.",117
260,"Iknew my way to the Battery, pretty straight, for I had been down thereon a Sunday with Joe, and Joe, sitting on an old gun, had told me thatwhen I was ’prentice to him, regularly bound, we would have such Larksthere!",117
261,"However, in the confusion of the mist, I found myself at lasttoo far to the right, and consequently had to try back along theriver-side, on the bank of loose stones above the mud and the stakesthat staked the tide out.",117
262,"Making my way along here with all despatch, Ihad just crossed a ditch which I knew to be very near the Battery, andhad just scrambled up the mound beyond the ditch, when I saw the mansitting before me.",117
263,"His back was towards me, and he had his arms folded,and was nodding forward, heavy with sleep.",117
264,"I thought he would be more glad if I came upon him with his breakfast,in that unexpected manner, so I went forward softly and touched him onthe shoulder.",118
265,"He instantly jumped up, and it was not the same man, butanother man!",118
266,"And yet this man was dressed in coarse grey, too, and had a great ironon his leg, and was lame, and hoarse, and cold, and was everything thatthe other man was; except that he had not the same face, and had a flatbroad-brimmed low-crowned felt hat on.",119
267,"All this I saw in a moment, forI had only a moment to see it in: he swore an oath at me, made a hit atme,—it was a round weak blow that missed me and almost knocked himselfdown, for it made him stumble,—and then he ran into the mist, stumblingtwice as he went, and I lost him.",119
268,"“It’s the young man!” I thought, feeling my heart shoot as I identifiedhim.",120
269,"I dare say I should have felt a pain in my liver, too, if I hadknown where it was.",120
270,"I was soon at the Battery after that, and there was the rightman,—hugging himself and limping to and fro, as if he had never allnight left off hugging and limping,—waiting for me.",121
271,"He was awfullycold, to be sure.",121
272,I half expected to see him drop down before my faceand die of deadly cold.,121
273,"His eyes looked so awfully hungry too, thatwhen I handed him the file and he laid it down on the grass, itoccurred to me he would have tried to eat it, if he had not seen mybundle.",121
274,"He did not turn me upside down this time to get at what I had,but left me right side upwards while I opened the bundle and emptied mypockets.",121
275,"“What’s in the bottle, boy?” said he.",122
276,"“Brandy,” said I.",123
277,"He was already handing mincemeat down his throat in the most curiousmanner,—more like a man who was putting it away somewhere in a violenthurry, than a man who was eating it,—but he left off to take some ofthe liquor.",124
278,"He shivered all the while so violently, that it was quiteas much as he could do to keep the neck of the bottle between histeeth, without biting it off.",124
279,"“I think you have got the ague,” said I.",125
280,"“I’m much of your opinion, boy,” said he.",126
281,"“It’s bad about here,” I told him.",127
282,"“You’ve been lying out on themeshes, and they’re dreadful aguish.",127
283,Rheumatic too.”,127
284,"“I’ll eat my breakfast afore they’re the death of me,” said he.",128
285,"“I’d dothat, if I was going to be strung up to that there gallows as there isover there, directly afterwards.",128
286,"I’ll beat the shivers so far, I’ll betyou.”",128
287,"He was gobbling mincemeat, meatbone, bread, cheese, and pork pie, allat once: staring distrustfully while he did so at the mist all roundus, and often stopping—even stopping his jaws—to listen.",129
288,"Some real orfancied sound, some clink upon the river or breathing of beast upon themarsh, now gave him a start, and he said, suddenly,—",129
289,“You’re not a deceiving imp?,130
290,You brought no one with you?”,130
291,"“No, sir!",131
292,No!”,131
293,“Nor giv’ no one the office to follow you?”,132
294,“No!”,133
295,"“Well,” said he, “I believe you.",134
296,"You’d be but a fierce young houndindeed, if at your time of life you could help to hunt a wretchedwarmint hunted as near death and dunghill as this poor wretched warmintis!”",134
297,"Something clicked in his throat as if he had works in him like a clock,and was going to strike.",135
298,And he smeared his ragged rough sleeve overhis eyes.,135
299,"Pitying his desolation, and watching him as he gradually settled downupon the pie, I made bold to say, “I am glad you enjoy it.”",136
300,“Did you speak?”,137
301,“I said I was glad you enjoyed it.”,138
302,"“Thankee, my boy.",139
303,I do.”,139
304,"I had often watched a large dog of ours eating his food; and I nownoticed a decided similarity between the dog’s way of eating, and theman’s.",140
305,"The man took strong sharp sudden bites, just like the dog.",140
306,"Heswallowed, or rather snapped up, every mouthful, too soon and too fast;and he looked sideways here and there while he ate, as if he thoughtthere was danger in every direction of somebody’s coming to take thepie away.",140
307,"He was altogether too unsettled in his mind over it, toappreciate it comfortably I thought, or to have anybody to dine withhim, without making a chop with his jaws at the visitor.",140
308,In all ofwhich particulars he was very like the dog.,140
309,"“I am afraid you won’t leave any of it for him,” said I, timidly; aftera silence during which I had hesitated as to the politeness of makingthe remark.",141
310,“There’s no more to be got where that came from.” It wasthe certainty of this fact that impelled me to offer the hint.,141
311,“Leave any for him?,142
